,,,,,,,,,,,,,,,,,,,,,,,,,,,Class
-0.922113721,-1.032829866,0.409949837,0.409952303,-0.26446534,-0.308274891,-0.046815471,-0.307478274,-1.168493312,-0.277872604,-0.499109926,-0.816812013,0.816812013,-0.703222992,-0.669026821,-0.420389938,-1.344607474,-0.406387845,0.302829201,0.796196203,0.87957726,0.290788392,-0.460508295,0.871647218,1.418162667,-0.977334403,1.130291666,0
-0.787676897,-0.904219587,0.699374635,0.699353221,-0.33585992,-0.341474409,-0.138261111,-0.370163032,-0.141552475,-0.598882855,-0.499109926,-0.816812013,0.816812013,-0.703222992,-0.332036361,-2.584143243,-1.0295462,-0.48101323,0.687575934,0.796196203,0.87957726,-0.372261685,-1.018634376,-0.050779243,1.247858331,-0.295058704,-0.86999229,0
1.453577007,1.446937073,0.586322996,0.586304579,-0.32502497,-0.338154458,-0.128882071,-0.364146951,-0.452746668,-1.026896524,-0.499109926,-0.816812013,0.816812013,-0.521688769,-0.870887443,-1.30046199,-0.788269768,-0.443700537,1.600938372,0.796196203,0.87957726,-0.205326692,-0.697005916,0.096685736,1.117285019,-0.989433873,-0.360641633,0
1.305696501,1.318326795,1.252981617,1.252977974,-0.174109597,-0.275075372,-0.049160231,-0.268324943,-2.16431473,-0.598882855,-0.499109926,-0.816812013,0.816812013,-0.521688769,-0.563258528,-0.810885484,-0.736989303,-0.284273577,0.750467227,0.796196203,0.87957726,0.640122366,0.054014186,0.856460527,1.089533198,-2.201397504,1.219553233,0
0.310864005,0.255282458,1.300089707,1.300075048,-0.295422339,-0.318234746,-0.093710671,-0.332731371,-0.919537958,-0.170869187,-0.499109926,-0.816812013,0.816812013,-0.521688769,1.981853578,-0.913609126,-1.07603065,-0.418260065,0.573302866,0.796196203,0.87957726,0.091657887,-0.532558053,0.506726418,1.273014658,-0.70845728,0.65010568,0
-1.073835279,-1.193592714,-0.758631942,-0.758635312,-0.304515958,-0.321554698,-0.103089711,-0.338882141,-0.919537958,-0.277872604,-0.73427739,-0.816812013,0.816812013,-0.158620321,-1.04772402,-0.713990134,-0.970518327,-0.414868002,0.778829967,0.796196203,0.87957726,0.016239268,-0.532558053,0.413405297,1.21591379,-0.471845412,0.488374326,0
-0.785756371,-0.896181444,-0.645066377,-0.645052462,-0.293294045,-0.258475613,-0.025712631,-0.318155745,-0.234910733,0.257144482,-0.73427739,-0.816812013,0.816812013,-0.158620321,-0.307679625,0.389014076,-1.58625283,-0.440308474,-1.300693244,0.736863873,0.87957726,0.107882397,-0.697005916,0.98609765,1.548935633,0.179509418,1.038967951,0
-1.096881592,-1.221726213,0.028623774,0.028620297,-0.325798895,-0.251835709,-0.081986871,-0.368732212,-0.35938841,-1.615415319,-0.872611192,-0.816812013,0.816812013,-0.703222992,-1.106780764,1.080395182,-1.33722899,-0.438612443,-1.367695079,0.796196203,0.87957726,-0.215720518,-0.697005916,0.61171268,1.414369253,-1.484839972,0.531679442,0
2.008609036,2.031711935,-0.826673454,-0.826685393,-0.327540226,-0.298315035,-0.140605871,-0.361744032,-0.172671894,-0.224370895,1.20239584,-0.816812013,0.816812013,3.108995705,-1.090431722,-1.038188862,-0.181020522,-0.440308474,-0.267714032,0.796196203,0.87957726,-0.239803775,-0.532558053,-0.091497185,0.78865555,-0.354211671,-0.380084746,0
1.115564421,1.093258807,-0.77006508,-0.770059922,-0.291746196,-0.255155661,-0.067918311,-0.315444409,0.169641719,0.096639356,1.575897106,-0.816812013,0.816812013,2.201324587,0.969881237,-0.939836439,-1.422450482,-0.465748947,-1.335221797,0.796196203,0.87957726,0.119417009,-0.697005916,0.724402336,1.460489184,0.244039928,0.720218725,0
1.321060709,1.312298188,0.150687696,0.150676653,-0.303742033,-0.27175542,-0.110123991,-0.343637227,-0.608343764,-0.331374313,-0.73427739,-0.816812013,0.816812013,-0.158620321,-0.702392213,-1.196281275,-0.87607373,-0.414868002,-0.865386843,0.796196203,0.87957726,0.023083983,-0.532558053,0.336811546,1.164802524,-0.932969677,0.348442827,0
1.87033116,1.887025371,-0.919018204,-0.919027845,-0.321155345,-0.304954939,-0.133571591,-0.357422291,-0.577224345,-0.331374313,1.160895699,-0.816812013,0.816812013,-0.703222992,-0.819838393,-1.196281275,-0.403112895,-0.440308474,-0.043278438,0.796196203,0.87957726,-0.156146147,-0.532558053,0.025814507,0.908846887,-0.631155107,-0.203918354,0
1.937549572,1.953340046,1.258736223,1.25872578,-0.300646333,-0.27175542,-0.077297351,-0.33507573,0.10740288,-0.759387981,1.160895699,-0.816812013,0.816812013,-0.703222992,-0.954968231,-0.686305748,-1.367849699,-0.462356884,-1.139559996,0.796196203,0.87957726,0.049575565,-0.697005916,0.650889943,1.430940484,-0.486633654,0.599435747,0
-0.232644868,-0.321454261,-0.361047369,-0.361063498,-0.347468795,-0.318234746,-0.145295392,-0.381672058,0.356358235,0.096639356,1.596647176,1.223641163,-1.223641163,-0.340154545,0.669926363,0.018189015,-0.700096882,-0.486101325,-0.45433264,0.796196203,0.87957726,-0.635276197,-0.898205385,-0.178435494,1.069767514,-0.060463414,-0.86999229,0
2.023973245,2.041759613,0.029165875,0.029162957,-0.314770464,-0.228596046,-0.079642111,-0.358246038,-0.546104926,-1.080398233,1.596647176,1.223641163,-1.223641163,-0.340154545,-0.885568215,-0.142817545,-1.427984345,-0.475925136,-1.649267207,0.796196203,0.87957726,-0.083516115,-0.792103292,0.631521408,1.463483985,-1.357795531,0.384972313,0
1.774304858,1.776500913,1.047591426,1.047561522,-0.355595007,-0.331514554,-0.164053472,-0.391816632,0.014044622,-0.759387981,1.568980416,1.223641163,-1.223641163,-0.340154545,-0.378414256,-0.215671191,-0.119041255,-0.496277514,-0.11192449,0.796196203,0.87957726,-0.943288372,-1.018634376,-0.636897513,0.755113782,-0.600234238,-1.145730991,0
0.742982367,0.695370756,1.070715791,1.07068799,-0.352692788,-0.334834506,-0.154674432,-0.388078541,0.200761138,-0.331374313,1.541313655,1.223641163,-1.223641163,-0.340154545,1.741622755,-0.803600119,-0.803764585,-0.504757671,-0.267714032,0.796196203,0.87957726,-0.812605017,-1.157542987,-0.380264429,1.125670461,-0.290353354,-1.110969061,0
1.853046426,1.868939551,-0.905932843,-0.905950459,-0.349016645,-0.32487465,-0.166398232,-0.388033645,-0.546104926,-1.615415319,1.582813796,1.223641163,-1.223641163,-0.340154545,-0.55324891,-0.285610692,1.583543964,-0.445396569,1.013541917,0.796196203,-0.157010149,-0.68217517,-0.532558053,-0.713271166,-0.166286581,-1.44854156,-0.963672746,0
0.40112873,0.339682954,0.020396468,0.020372195,-0.355788488,-0.341474409,-0.168742992,-0.390768404,0.325238815,-0.277872604,1.596647176,1.223641163,-1.223641163,-0.340154545,1.973178576,-0.936193756,0.242135545,-0.496277514,0.687575934,0.796196203,0.87957726,-0.953175183,-1.018634376,-0.796467826,0.55965312,0.008100252,-1.187857737,0
1.092518109,1.063115772,0.410481231,0.410455518,-0.355208044,-0.341474409,-0.164053472,-0.389903666,0.480835912,0.096639356,1.596647176,1.223641163,-1.223641163,-0.340154545,1.037279329,-0.375949214,-0.119041255,-0.496277514,0.687575934,0.796196203,0.87957726,-0.924021767,-1.018634376,-0.636897513,0.755113782,0.106912595,-1.145730991,0
-1.071914753,-1.193592714,0.485869841,0.485873498,-0.25672609,-0.215316239,-0.039781191,-0.312217743,-1.044015635,-1.133899941,1.596647176,1.223641163,-1.223641163,-0.340154545,-1.055398061,-1.422127579,-1.49070146,-0.455572758,-1.547736819,0.796196203,0.87957726,0.331096158,-0.611044533,0.916106809,1.49742506,-1.544665132,1.056348916,0
-1.075755805,-1.201630857,0.673142489,0.673122938,-0.33121637,-0.304954939,-0.131226831,-0.37083257,-0.390507829,-1.133899941,1.582813796,1.223641163,-1.223641163,-0.340154545,-1.063405755,-1.18899591,-0.87607373,-0.475925136,-0.659859742,0.796196203,0.87957726,-0.294434741,-0.792103292,0.061910413,1.164802524,-1.12521682,-0.538870174,0
1.954834307,1.971425867,1.226138622,1.226113742,-0.336633845,-0.304954939,-0.138261111,-0.376022953,-0.483866087,-1.18740165,1.319979572,1.223641163,-1.223641163,-0.176773744,-0.900582641,-0.407276282,-0.56839094,-0.462356884,-0.45433264,0.796196203,0.87957726,-0.386458131,-0.697005916,-0.050779243,0.998291602,-1.174959088,-0.55301062,0
0.372320839,0.313558991,1.412674194,1.412653722,-0.330055482,-0.304954939,-0.114813511,-0.362651714,0.325238815,-0.277872604,1.306146192,1.223641163,-1.223641163,-0.176773744,1.990862234,-0.208385827,-1.129155736,-0.472533073,-0.659859742,0.796196203,0.87957726,-0.276562429,-0.792103292,0.282227494,1.301764745,-0.104828139,-0.233083024,0
1.338345444,1.324355401,2.133660649,2.133631489,-0.338181695,-0.304954939,-0.131226831,-0.372325855,0.10740288,-0.224370895,1.292312811,1.223641163,-1.223641163,-0.176773744,0.389323415,-0.109304867,-0.87607373,-0.472533073,-0.659859742,0.796196203,0.87957726,-0.415738301,-0.792103292,0.061910413,1.164802524,-0.237922315,-0.538870174,0
-0.457346416,-0.546522249,2.272271035,2.27222913,-0.356562413,-0.32487465,-0.178122032,-0.389249744,1.103224298,1.006168402,1.319979572,1.223641163,-1.223641163,-0.176773744,0.239846459,-0.495429194,-0.403112895,-0.431828317,1.307445672,0.186225699,-1.193597557,-0.994750489,-0.460508295,-1.375763089,-1.24142005,1.267789573,-1.184911811,0
1.374835439,1.368565185,-0.363365103,-0.363376145,-0.330829407,-0.28835518,-0.124192551,-0.366428845,0.014044622,-0.598882855,1.319979572,1.223641163,-1.223641163,0.38598235,0.312583014,0.544192343,-0.630001283,-0.442004506,-0.536543481,0.796196203,0.87957726,-0.288477304,-0.532558053,0.162494735,1.031633717,-0.533014957,0.028515231,0
0.992650754,0.960629457,-0.313352097,-0.313373612,-0.353466713,-0.338154458,-0.166398232,-0.388246413,0.294119396,0.096639356,1.734980978,1.223641163,-1.223641163,0.38598235,1.289188039,-0.816713776,0.353919579,-0.486101325,0.778829967,0.796196203,0.87957726,-0.844547021,-0.898205385,-0.713271166,0.499158145,-0.026853774,-1.130117582,0
1.313378605,1.292202832,-0.52524186,-0.52526029,-0.354047157,-0.338154458,-0.159363952,-0.389033071,0.449716492,-0.384876021,-0.685860559,1.223641163,-1.223641163,0.38598235,-0.620980656,-0.912880589,-0.630001283,-0.491189419,-0.043278438,0.796196203,0.87957726,-0.869771063,-1.157542987,-0.499997188,1.031633717,-0.084662355,-1.14897151,0
0.260930328,0.192986855,-0.474938082,-0.47495966,-0.356175451,-0.338154458,-0.171087752,-0.392886331,-0.110433055,-1.026896524,-0.685860559,1.223641163,-1.223641163,0.38598235,2.062931481,-1.248007364,0.476771341,-0.477621167,0.367775765,0.796196203,0.87957726,-0.973582574,-1.018634376,-0.887587978,0.432673568,-0.846256805,-1.208184628,0
1.180862307,1.15555441,-0.79569821,-0.795717115,-0.354821082,-0.338154458,-0.168742992,-0.389325872,0.480835912,0.096639356,-0.672027179,1.223641163,-1.223641163,0.749050797,-0.278651734,-1.409013923,0.242135545,-0.479317199,0.367775765,0.796196203,0.87957726,-0.905388932,-1.018634376,-0.796467826,0.55965312,0.167409948,-1.187857737,0
0.105367718,0.034233542,0.237386034,0.237360333,-0.351725382,-0.32487465,-0.168742992,-0.386983465,-0.017074797,-0.224370895,-0.672027179,1.223641163,-1.223641163,0.749050797,1.960166073,-1.325232229,0.912839754,-0.453876726,0.133063815,0.796196203,0.87957726,-0.775212593,-0.792103292,-0.796467826,0.196683269,-0.268170991,-1.120396025,0
1.789669066,1.792577198,-0.426487701,-0.426508471,-0.353660195,-0.341474409,-0.166398232,-0.38979045,0.076283461,-0.652384564,1.19547915,1.223641163,-1.223641163,0.38598235,-0.607968153,-1.456368793,0.04623679,-0.492885451,0.687575934,0.796196203,0.87957726,-0.852912784,-1.018634376,-0.713271166,0.665669066,-0.567968983,-1.167236253,0
1.115564421,1.091249271,-0.383631888,-0.383653504,-0.35288627,-0.341474409,-0.168742992,-0.387407051,0.449716492,-0.170869187,1.19547915,1.223641163,-1.223641163,0.38598235,0.819069665,-0.883739131,0.912839754,-0.472533073,1.600938372,0.796196203,0.87957726,-0.820463764,-0.792103292,-0.796467826,0.196683269,0.047087435,-1.120396025,0
1.847284848,1.856882337,-0.348897441,-0.348891673,-0.292520121,-0.228596046,-0.053849751,-0.328144158,-0.234910733,-0.652384564,1.19547915,1.223641163,-1.223641163,0.38598235,-0.73876049,-0.88592474,-1.552311803,-0.472533073,-1.649267207,0.796196203,0.87957726,0.11371308,-0.792103292,0.824986658,1.530767175,-0.586790382,0.720218725,0
0.416492938,0.357768774,-0.332458044,-0.332474924,-0.34514702,-0.328194602,-0.147640152,-0.381004472,-0.017074797,-0.759387981,1.18164577,1.223641163,-1.223641163,0.38598235,2.119318993,-0.740945983,-0.630001283,-0.482709262,0.020023909,0.796196203,0.87957726,-0.571645698,-0.898205385,-0.225096055,1.031633717,-0.527637415,-0.902102886,0
-1.031583706,-1.161440145,-0.414767171,-0.414787454,-0.356562413,-0.344794361,-0.164053472,-0.392242169,0.325238815,-0.759387981,1.347646332,1.223641163,-1.223641163,0.38598235,-0.969649003,-0.495429194,-0.403112895,-0.504757671,0.573302866,0.796196203,0.87957726,-0.994750489,-1.157542987,-0.636897513,0.908846887,-0.310519138,-1.184911811,0
1.983642197,1.99754983,-0.256897562,-0.256918321,-0.354240638,-0.321554698,-0.161708712,-0.392509594,-0.35938841,-1.93642557,1.361479712,1.223641163,-1.223641163,0.38598235,-0.929610533,0.1697246,0.002334809,-0.484405293,-0.317451591,0.796196203,0.87957726,-0.878517088,-0.898205385,-0.566026284,0.689427819,-1.478118044,-1.077974686,0
1.995165354,2.009607043,0.165359913,0.165333559,-0.355595007,-0.331514554,-0.173432512,-0.393598813,-0.421627248,-1.56191361,1.361479712,1.223641163,-1.223641163,0.38598235,-0.953633615,-1.398814412,1.173669169,-0.484405293,0.230894715,0.796196203,0.87957726,-0.943288372,-0.898205385,-0.988392397,0.055528327,-1.455935681,-1.202292776,0
2.008609036,2.029702399,0.250656228,0.250631567,-0.349210126,-0.32487465,-0.164053472,-0.387489035,-0.234910733,-1.615415319,1.375313093,1.223641163,-1.223641163,0.38598235,-0.985998045,-0.266668744,1.015769608,-0.453876726,0.720049216,0.796196203,0.87957726,-0.688259361,-0.611044533,-0.636897513,0.140979975,-1.234784248,-0.96750245,0
1.954834307,1.969416331,0.475021067,0.475003382,-0.32966852,-0.301634987,-0.128882071,-0.366774351,-0.110433055,-0.759387981,1.306146192,1.223641163,-1.223641163,0.38598235,-0.904252835,-1.225422733,-0.91997571,-0.472533073,-0.747825341,0.796196203,0.87957726,-0.2708585,-0.792103292,0.096685736,1.188561277,-0.749461041,-0.496154243,0
-0.171188034,-0.257149121,5.511005347,5.510950025,-0.350757976,-0.321554698,-0.147640152,-0.38572247,0.449716492,-0.598882855,1.361479712,1.223641163,-1.223641163,0.38598235,0.835418707,0.57989063,-0.630001283,-0.484405293,-0.317451591,0.796196203,0.87957726,-0.74010174,-0.898205385,-0.225096055,1.031633717,-0.192885397,-0.902102886,0
0.952319707,0.914410138,-0.796235802,-0.796250759,-0.354240638,-0.314914795,-0.152329672,-0.393712029,-0.8261797,-1.989927279,1.624313936,1.223641163,-1.223641163,2.401012233,1.339569781,0.018189015,-0.87607373,-0.506453703,-1.058993372,0.796196203,0.87957726,-0.878517088,-1.157542987,-0.325680377,1.164802524,-1.991673348,-1.091231354,0
0.099606139,0.026195399,-0.755768726,-0.75578733,-0.354821082,-0.341474409,-0.166398232,-0.393772541,-0.701702022,-2.043428987,1.624313936,1.223641163,-1.223641163,2.401012233,1.347243821,-0.285610692,0.353919579,-0.486101325,1.144257153,0.796196203,0.87957726,-0.905388932,-0.898205385,-0.713271166,0.499158145,-1.826313918,-1.130117582,0
-0.240326972,-0.331501939,-0.817165281,-0.817186862,-0.360625519,-0.344794361,-0.180466792,-0.396823526,-0.141552475,-0.759387981,1.610480556,1.223641163,-1.223641163,1.166579512,0.652242705,-0.936193756,1.056351271,-0.496277514,1.087120619,0.796196203,-1.193597557,-1.286918416,-1.018634376,-1.375763089,-0.451591266,-0.549147585,-1.283011156,0
-0.376684322,-0.470159896,-0.637338907,-0.637347584,-0.325992376,-0.291675132,-0.121847791,-0.355807983,0.169641719,0.685158151,1.610480556,1.223641163,-1.223641163,1.166579512,0.372307065,-1.189724447,-1.034711139,-0.475925136,-0.968150394,0.796196203,0.87957726,-0.218382352,-0.792103292,0.193968603,1.250653479,0.199675202,-0.365649708,0
