,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Class
0.485084694,0.629533288,0.162766484,-0.560529102,0.505097584,0.46999281,-0.546723285,-0.343020504,0.526156685,0.267117805,-0.291724261,-0.336555078,0.493309219,0.504301326,0.041321035,-0.245347208,0.513702798,0.341797958,0.050856024,-0.451957864,0.532027939,0.180869362,0.062783822,-0.444058614,0.724391238,0.159041145,-0.374101291,-0.613997869,0.745288656,0.16870296,-0.365887011,-0.820116791,0.468034794,0.181492346,-0.1752587,-0.603820496,1
0.19109397,0.454725184,-0.558129867,-0.560529102,0.21013838,0.251523356,-0.306686146,-0.343020504,0.22921369,0.267117805,-0.051290638,-0.336555078,0.493309219,0.154190307,-0.498640097,-0.456629815,0.513702798,0.167164094,-0.487496493,-0.819691002,0.160535525,0.180869362,-0.714280925,-0.653803888,0.429851621,0.334458683,-0.193514538,-0.613997869,0.448831694,0.16870296,-0.365887011,-0.820116791,0.169563035,0.181492346,-0.594533655,-0.813747148,1
0.19109397,0.236215054,-0.317831083,-0.34886284,0.21013838,0.251523356,-0.066649007,-0.343020504,0.526156685,0.485818894,-0.051290638,-0.336555078,0.493309219,0.154190307,-0.498640097,-0.826374378,0.144361609,0.167164094,-0.726764278,-0.662091086,0.160535525,0.006077645,-0.714280925,-0.811112844,0.429851621,0.159041145,-0.374101291,-0.824620838,0.152374732,0.16870296,-0.605346244,-0.820116791,0.169563035,-0.16912406,-1.073705033,-1.076155464,1
0.485084694,0.454725184,-0.0775323,-0.34886284,0.21013838,0.076747793,-0.546723285,-0.55420345,-0.067729306,0.092156934,-0.291724261,-0.547290888,0.125734959,-0.020865202,-0.738622822,-0.826374378,-0.077243103,-0.00746977,-0.726764278,-0.819691002,-0.062359923,0.006077645,-0.714280925,-0.811112844,0.135312004,-0.19179393,-1.096448302,-1.08789955,0.152374732,-0.181449375,-0.844805478,-1.082671345,-0.128908723,-0.344432263,-0.834119344,-1.076155464,1
-0.102896753,0.061406949,-0.79842865,-0.772195365,-0.084820825,0.251523356,-0.786760424,-0.55420345,-0.067729306,0.092156934,-0.532157883,-0.336555078,0.125734959,-0.020865202,-0.738622822,-0.826374378,-0.077243103,-0.00746977,-0.726764278,-0.819691002,-0.062359923,0.006077645,-0.714280925,-0.811112844,0.135312004,-0.19179393,-0.855665965,-1.08789955,0.152374732,-0.356525543,-1.084264711,-0.820116791,0.169563035,-0.344432263,-1.073705033,-1.076155464,1
-0.102896753,0.236215054,-0.79842865,-0.560529102,-0.084820825,0.076747793,-0.546723285,-0.343020504,-0.067729306,0.485818894,-0.291724261,-0.17850322,-0.094809597,-0.020865202,-0.738622822,-0.826374378,-0.077243103,-0.00746977,-0.726764278,-0.819691002,0.160535525,0.006077645,-0.714280925,-0.653803888,0.135312004,-0.367211468,-1.096448302,-0.824620838,0.152374732,-0.356525543,-1.084264711,-1.082671345,-0.128908723,-0.344432263,-0.834119344,-0.603820496,1
-0.102896753,0.061406949,-0.558129867,-0.34886284,-0.084820825,0.46999281,-0.306686146,-0.184633295,0.526156685,0.485818894,0.730118635,-0.17850322,-0.094809597,-0.020865202,-0.738622822,-0.826374378,0.144361609,-0.00746977,-0.726764278,-0.662091086,0.532027939,0.35566108,-0.47518408,-0.444058614,0.135312004,-0.367211468,-1.096448302,-1.08789955,-0.14408223,-0.356525543,-0.844805478,-0.610073148,-0.128908723,-0.344432263,-0.1752587,-0.183967191,1
-0.102896753,0.454725184,-0.317831083,-0.190113144,0.505097584,0.46999281,0.713471695,-0.184633295,0.823099681,0.660779764,0.429576607,0.032232591,0.125734959,-0.020865202,-0.738622822,-0.667912422,0.513702798,0.341797958,-0.487496493,-0.451957864,0.532027939,0.530452797,0.301880667,-0.077004384,-0.159227614,-0.367211468,-0.855665965,-0.613997869,-0.14408223,-0.356525543,-0.186292586,-0.189985862,0.468034794,0.006184143,-0.1752587,0.025959461,1
0.779075417,0.454725184,0.162766484,0.021553119,0.800056789,0.819543936,0.713471695,0.237732597,1.120042677,1.010701506,0.970552258,0.453704212,1.081428035,0.854412345,0.28130376,0.124397355,1.104648699,0.865699551,0.529391594,0.125908496,1.423609732,1.054827949,1.138719625,0.290049846,0.724391238,0.685293758,0.288050136,0.01787104,1.115859859,0.693931462,0.831409157,0.230101424,1.139596251,0.707416956,0.603394789,0.235886114,0
1.367056864,0.979149496,0.94373753,0.233219381,1.389975198,1.212788952,0.713471695,0.448915543,1.416985672,1.010701506,0.970552258,0.242968401,1.375487443,1.029467854,1.121243298,0.494141917,1.400121649,1.258625746,0.828476326,0.283508412,1.423609732,0.880036231,0.839848569,0.290049846,1.387105376,1.036128834,0.829810394,0.228494009,1.412316821,1.044083797,0.292625882,0.230101424,1.43806801,1.058033362,0.603394789,0.025959461,0
1.07306614,0.629533288,0.703438746,0.021553119,0.800056789,0.251523356,0.953508834,0.237732597,1.416985672,0.835740635,0.429576607,0.242968401,1.375487443,0.854412345,0.521286485,0.124397355,1.104648699,0.691065687,0.529391594,0.125908496,1.423609732,0.705244514,0.301880667,0.13274089,1.092565759,0.685293758,0.589028057,0.01787104,1.412316821,0.869007629,0.591949923,0.230101424,1.43806801,0.882725159,0.603394789,0.235886114,0
0.779075417,0.236215054,0.94373753,0.233219381,1.389975198,0.819543936,0.413425271,0.237732597,1.713928668,1.404363465,0.730118635,0.453704212,1.081428035,0.679356835,0.521286485,0.124397355,1.400121649,0.691065687,0.290123809,0.125908496,1.423609732,0.880036231,0.839848569,0.290049846,1.387105376,0.860711296,0.589028057,0.228494009,1.412316821,0.869007629,0.591949923,0.230101424,1.139596251,0.882725159,0.842980477,0.235886114,0
1.367056864,0.804341392,0.403065267,0.233219381,1.684934403,1.387564515,0.713471695,0.448915543,1.713928668,1.404363465,0.970552258,0.61175607,1.375487443,0.679356835,0.28130376,0.124397355,1.400121649,0.865699551,0.828476326,0.283508412,1.423609732,1.273317595,1.138719625,0.49979512,1.387105376,0.860711296,0.589028057,0.228494009,1.115859859,0.869007629,0.831409157,0.230101424,1.43806801,1.233341565,0.842980477,0.498294429,0
1.661047587,1.37246773,0.94373753,0.60363534,1.684934403,1.212788952,1.253555258,0.448915543,1.120042677,1.010701506,0.730118635,0.242968401,1.375487443,1.248287241,1.121243298,0.494141917,1.400121649,1.258625746,1.366828842,0.283508412,1.720803664,1.273317595,1.736461738,0.49979512,1.387105376,1.211546371,0.829810394,0.491772721,1.782888023,1.044083797,0.591949923,0.492655977,1.811157708,1.233341565,0.842980477,0.498294429,0
1.07306614,0.979149496,0.703438746,0.233219381,1.095015993,0.644768373,0.713471695,0.237732597,1.120042677,0.660779764,0.429576607,0.453704212,1.669546851,1.248287241,0.821264892,0.28285931,1.400121649,0.865699551,0.828476326,0.125908496,2.092296077,1.054827949,0.839848569,0.290049846,1.387105376,1.211546371,1.130788316,0.491772721,1.782888023,1.044083797,0.831409157,0.230101424,1.811157708,1.058033362,0.842980477,0.235886114,0
1.07306614,0.629533288,0.403065267,0.444885643,1.095015993,0.819543936,0.713471695,0.237732597,1.120042677,1.010701506,0.730118635,0.242968401,2.037121112,1.029467854,0.821264892,0.28285931,1.6955946,1.258625746,1.127561057,0.493641634,1.720803664,1.273317595,1.138719625,0.49979512,1.755279898,1.036128834,0.829810394,0.228494009,1.782888023,1.044083797,0.591949923,0.230101424,1.43806801,1.058033362,0.603394789,0.498294429,0
1.07306614,0.804341392,0.703438746,0.233219381,1.095015993,0.994319498,0.713471695,0.237732597,1.416985672,1.229402594,0.970552258,0.453704212,1.669546851,1.248287241,1.121243298,0.494141917,1.6955946,1.258625746,1.127561057,0.493641634,1.720803664,1.054827949,0.839848569,0.49979512,1.755279898,1.036128834,0.589028057,0.228494009,1.412316821,1.044083797,0.591949923,0.492655977,1.43806801,1.058033362,0.603394789,0.235886114,0
1.07306614,0.979149496,0.703438746,0.233219381,1.389975198,1.212788952,0.953508834,0.448915543,1.416985672,1.229402594,1.271094286,0.242968401,1.669546851,1.248287241,1.121243298,0.494141917,1.6955946,1.040333416,0.828476326,0.493641634,1.720803664,1.054827949,1.138719625,0.290049846,1.387105376,1.036128834,0.589028057,0.491772721,1.412316821,1.044083797,0.591949923,0.230101424,1.43806801,1.058033362,0.603394789,0.235886114,0
1.367056864,1.197659626,0.94373753,0.444885643,1.389975198,1.212788952,1.253555258,0.237732597,1.416985672,1.229402594,0.970552258,0.242968401,1.669546851,1.029467854,0.821264892,0.494141917,1.6955946,1.040333416,1.127561057,0.283508412,1.423609732,1.054827949,1.138719625,0.290049846,1.387105376,1.036128834,0.589028057,0.228494009,1.412316821,1.044083797,0.591949923,0.230101424,1.43806801,1.058033362,0.603394789,0.235886114,0
1.367056864,1.197659626,0.94373753,0.233219381,1.684934403,0.994319498,0.413425271,0.237732597,1.416985672,1.010701506,0.429576607,0.242968401,1.375487443,1.029467854,1.121243298,0.28285931,1.400121649,1.040333416,1.127561057,0.283508412,1.423609732,0.880036231,0.540977512,0.13274089,1.387105376,1.036128834,0.589028057,0.228494009,1.412316821,0.869007629,0.591949923,0.230101424,1.811157708,0.882725159,0.603394789,0.235886114,0
1.661047587,0.979149496,0.403065267,0.233219381,1.389975198,0.994319498,0.413425271,0.237732597,1.120042677,1.010701506,0.730118635,0.032232591,1.375487443,1.029467854,1.121243298,0.28285931,1.400121649,0.865699551,0.529391594,0.125908496,1.423609732,0.880036231,0.839848569,0.49979512,1.387105376,0.860711296,0.589028057,0.228494009,1.782888023,0.869007629,0.591949923,0.230101424,1.43806801,1.058033362,0.603394789,0.235886114,0
1.367056864,0.629533288,0.403065267,0.021553119,1.095015993,0.644768373,0.413425271,0.026549651,1.416985672,1.010701506,0.189142985,0.032232591,1.375487443,1.029467854,0.821264892,0.28285931,1.400121649,0.865699551,0.529391594,-0.084224726,1.423609732,0.880036231,0.540977512,0.290049846,1.387105376,1.211546371,0.829810394,0.491772721,1.412316821,1.044083797,0.831409157,0.230101424,1.43806801,1.058033362,0.842980477,0.235886114,0
1.07306614,0.629533288,0.403065267,0.021553119,1.389975198,0.994319498,0.173388132,0.026549651,1.416985672,0.835740635,0.189142985,0.032232591,1.375487443,0.854412345,0.521286485,-0.086885252,1.400121649,0.865699551,0.529391594,0.283508412,1.126415801,0.705244514,0.301880667,0.13274089,1.387105376,1.036128834,0.829810394,0.228494009,1.412316821,1.044083797,0.831409157,0.230101424,1.43806801,1.058033362,0.603394789,0.025959461,0
1.367056864,0.804341392,0.162766484,0.021553119,1.389975198,0.644768373,0.413425271,0.026549651,1.120042677,0.835740635,0.429576607,0.032232591,1.081428035,0.679356835,0.28130376,0.124397355,1.104648699,0.865699551,0.529391594,-0.084224726,1.423609732,0.705244514,0.301880667,0.13274089,1.387105376,1.036128834,0.589028057,0.01787104,1.115859859,0.693931462,0.292625882,0.230101424,0.766506553,0.707416956,0.064326989,-0.183967191,0
1.367056864,0.629533288,0.403065267,0.021553119,1.095015993,0.819543936,0.413425271,0.026549651,1.416985672,1.229402594,0.730118635,0.242968401,1.081428035,0.854412345,0.521286485,-0.086885252,1.400121649,0.691065687,0.290123809,0.125908496,1.126415801,0.880036231,0.540977512,0.13274089,1.092565759,0.685293758,0.288050136,0.228494009,0.745288656,0.693931462,0.053166648,-0.189985862,1.43806801,0.532108753,0.064326989,-0.183967191,0
1.07306614,0.804341392,0.403065267,0.021553119,1.389975198,1.212788952,0.713471695,0.237732597,1.416985672,1.229402594,0.429576607,0.242968401,1.375487443,0.679356835,0.28130376,0.124397355,1.104648699,0.865699551,0.529391594,0.125908496,1.423609732,0.530452797,0.301880667,-0.077004384,0.724391238,0.685293758,0.047267799,-0.19275193,1.412316821,0.518855295,0.053166648,-0.189985862,1.43806801,0.532108753,0.064326989,0.025959461,0
1.367056864,1.197659626,0.403065267,0.233219381,1.389975198,0.994319498,0.713471695,0.237732597,1.120042677,1.010701506,0.429576607,0.242968401,1.375487443,0.504301326,0.28130376,-0.086885252,1.104648699,0.691065687,0.529391594,0.125908496,1.423609732,0.880036231,0.839848569,0.13274089,1.387105376,0.509876221,0.047267799,0.01787104,1.412316821,0.869007629,0.053166648,0.020057781,1.43806801,0.882725159,0.603394789,0.025959461,0
1.07306614,0.979149496,0.403065267,0.233219381,1.095015993,0.994319498,0.713471695,0.448915543,1.120042677,1.010701506,0.970552258,0.242968401,1.375487443,0.854412345,0.821264892,0.124397355,1.400121649,1.040333416,0.828476326,0.125908496,1.423609732,0.880036231,0.540977512,0.13274089,1.387105376,0.860711296,0.589028057,0.01787104,1.412316821,0.869007629,0.831409157,0.020057781,1.139596251,0.882725159,0.303912678,0.025959461,0
1.07306614,0.979149496,0.94373753,0.233219381,1.389975198,0.994319498,0.713471695,0.237732597,1.416985672,1.010701506,0.429576607,0.242968401,1.375487443,0.854412345,0.521286485,0.124397355,1.400121649,0.865699551,0.828476326,0.125908496,1.423609732,0.705244514,0.301880667,0.13274089,1.092565759,0.860711296,0.288050136,0.01787104,1.115859859,0.693931462,0.591949923,0.020057781,1.139596251,0.882725159,0.303912678,0.025959461,0
1.367056864,0.979149496,0.703438746,0.233219381,1.389975198,0.994319498,0.413425271,0.237732597,1.120042677,1.010701506,0.429576607,0.242968401,1.375487443,0.854412345,0.821264892,0.124397355,1.400121649,0.691065687,0.290123809,0.125908496,1.126415801,0.705244514,0.301880667,0.13274089,1.092565759,0.685293758,0.589028057,0.01787104,1.115859859,0.869007629,0.292625882,0.020057781,1.43806801,0.707416956,0.064326989,-0.183967191,0
1.367056864,0.979149496,0.403065267,0.233219381,1.095015993,0.994319498,0.413425271,0.237732597,1.120042677,0.835740635,0.730118635,0.032232591,1.375487443,0.679356835,0.28130376,0.124397355,1.104648699,0.691065687,0.290123809,0.125908496,1.126415801,0.705244514,0.301880667,-0.077004384,1.092565759,0.860711296,0.288050136,0.01787104,1.412316821,0.693931462,0.053166648,-0.189985862,1.139596251,0.707416956,0.303912678,-0.183967191,0
1.07306614,0.804341392,0.703438746,0.021553119,1.095015993,0.644768373,-0.066649007,0.026549651,0.823099681,0.660779764,0.189142985,0.032232591,1.081428035,0.679356835,0.28130376,-0.086885252,1.104648699,0.691065687,0.050856024,-0.084224726,0.82922187,0.35566108,-0.176313023,-0.23431334,1.092565759,0.685293758,0.288050136,-0.19275193,0.745288656,0.518855295,0.053166648,-0.189985862,0.766506553,0.707416956,0.064326989,0.025959461,0
1.07306614,0.629533288,-0.0775323,0.021553119,0.800056789,0.644768373,0.173388132,0.026549651,0.823099681,0.485818894,0.189142985,0.032232591,1.081428035,0.679356835,0.041321035,-0.086885252,0.809175748,0.341797958,-0.188411761,-0.241824642,0.82922187,0.180869362,-0.176313023,-0.444058614,0.724391238,0.509876221,0.047267799,-0.19275193,0.745288656,0.693931462,0.053166648,0.020057781,0.766506553,0.532108753,0.064326989,0.025959461,0
0.779075417,0.454725184,0.162766484,0.021553119,0.505097584,0.251523356,-0.066649007,-0.184633295,-0.067729306,-0.257764807,-0.291724261,-0.17850322,0.787368627,0.154190307,-0.19866169,-0.456629815,0.144361609,-0.356737499,-0.726764278,-0.241824642,-0.656747785,-1.261162305,-0.714280925,-0.444058614,0.724391238,0.509876221,0.047267799,0.01787104,0.745288656,0.343779127,0.292625882,-0.189985862,0.468034794,-0.16912406,-0.1752587,-0.183967191,1
0.485084694,0.236215054,-0.0775323,-0.190113144,-0.084820825,-0.272803333,-0.306686146,-0.184633295,-0.661615297,-0.913868073,-1.253458751,-0.336555078,0.125734959,-0.370976221,-0.738622822,-0.245347208,-0.668189005,-1.273565286,-0.726764278,-0.451957864,-0.953941717,-0.9552768,-0.714280925,-0.23431334,0.724391238,0.334458683,0.288050136,-0.19275193,0.448831694,-0.181449375,-0.186292586,-0.189985862,0.468034794,0.006184143,-0.1752587,-0.183967191,1
-0.6908782,-0.943739649,-1.279026217,-0.34886284,-0.379780029,-0.447578896,-0.546723285,-0.343020504,0.823099681,0.485818894,0.429576607,0.032232591,-0.976987821,-0.983670504,-0.738622822,-0.245347208,0.144361609,-0.182103634,0.050856024,-0.084224726,0.82922187,0.530452797,0.062783822,0.13274089,0.429851621,-0.016376393,-0.193514538,-0.19275193,1.115859859,0.693931462,0.292625882,0.020057781,1.139596251,0.707416956,0.303912678,0.025959461,1
-0.396887477,-0.463017363,-0.558129867,-0.34886284,0.800056789,0.46999281,0.413425271,0.026549651,1.120042677,0.660779764,0.189142985,0.032232591,0.125734959,-0.195920712,0.041321035,-0.086885252,0.809175748,0.516431823,0.050856024,0.125908496,0.82922187,0.35566108,0.062783822,-0.077004384,1.092565759,0.685293758,0.288050136,0.01787104,1.115859859,0.693931462,0.292625882,0.020057781,0.766506553,0.532108753,0.064326989,-0.393893843,0
0.779075417,0.454725184,0.162766484,-0.34886284,0.505097584,0.46999281,-0.306686146,-0.55420345,0.22921369,-0.082803937,-1.013025128,-0.758026699,0.493309219,-0.020865202,-0.498640097,-0.456629815,0.144361609,-0.182103634,-0.726764278,-0.662091086,0.160535525,-0.168714072,-1.192474615,-0.811112844,0.429851621,-0.016376393,-0.855665965,-0.613997869,0.152374732,-0.356525543,-0.844805478,-0.820116791,0.169563035,-0.16912406,-1.313290721,-0.813747148,0
0.19109397,-0.113401155,-1.038727434,-0.772195365,-0.084820825,-0.447578896,-1.266834701,-0.923773606,-0.364672301,-0.607686549,-1.253458751,-0.916078557,0.125734959,-0.195920712,-1.218588272,-0.826374378,0.144361609,-0.182103634,-0.966032063,-0.819691002,0.160535525,-0.168714072,-1.192474615,-1.020858118,0.135312004,-0.19179393,-1.337230639,-0.824620838,0.152374732,-0.356525543,-1.084264711,-0.820116791,-0.128908723,-0.475913415,-1.073705033,-0.813747148,0
-0.102896753,-0.463017363,-1.279026217,-0.930945061,-0.379780029,-0.622354459,-1.266834701,-0.923773606,-0.067729306,-0.257764807,-0.772591506,-0.916078557,0.125734959,-0.195920712,-0.978605547,-0.826374378,0.144361609,-0.182103634,-1.205299848,-1.029824224,-0.062359923,-0.343505789,-1.192474615,-0.811112844,0.135312004,-0.367211468,-1.096448302,-0.824620838,-0.14408223,-0.487832668,-1.084264711,-0.820116791,-0.128908723,-0.826529822,-1.073705033,-0.813747148,0
-0.102896753,-0.288209259,-0.79842865,-0.930945061,-0.379780029,-0.753436131,-0.786760424,-0.765386396,-0.884322543,-1.220049597,-1.253458751,-0.547290888,-0.094809597,-0.370976221,-1.218588272,-0.826374378,-0.668189005,-0.662346761,-1.205299848,-0.819691002,-1.176837165,-1.261162305,-1.43157146,-0.653803888,-0.159227614,-0.849609697,-1.096448302,-0.824620838,-0.736996154,-0.969292129,-1.323723945,-0.610073148,-1.024324,-1.26480033,-0.834119344,-0.813747148,1
-0.396887477,-0.768931545,-0.79842865,-0.772195365,-0.895958637,-1.234068929,-1.266834701,-0.55420345,-1.181265539,-1.482490903,-1.67421759,-0.916078557,-0.682928413,-0.677323362,-1.218588272,-0.826374378,-1.185266668,-1.273565286,-1.444567634,-0.662091086,-1.176837165,-1.261162305,-1.670668305,-1.020858118,-0.748306848,-0.98117285,-1.337230639,-0.613997869,-1.033453116,-1.275675422,-0.844805478,-0.820116791,-1.024324,-1.396281482,-1.492979988,-0.813747148,1
-0.911371242,-1.249653831,-1.279026217,-0.560529102,-1.190917842,-1.496232274,-1.686899695,-0.923773606,-0.884322543,-1.482490903,-1.493892373,-0.916078557,-1.197532377,-1.290017645,-1.458570997,-0.667912422,-1.185266668,-1.273565286,-1.683835419,-1.029824224,-0.953941717,-1.261162305,-1.670668305,-1.020858118,-1.042846465,-1.288153541,-0.855665965,-0.824620838,-1.033453116,-1.406982547,-1.50331837,-0.820116791,-1.024324,-1.527762634,-1.732565677,-1.076155464,1
-0.911371242,-1.511865988,-1.519325001,-0.930945061,-1.190917842,-1.496232274,-1.50687184,-0.765386396,-1.181265539,-1.35127025,-1.493892373,-0.758026699,-0.976987821,-1.290017645,-1.698553723,-1.037656985,-0.963661955,-1.404540684,-1.923103204,-1.029824224,-1.176837165,-1.392256093,-1.90976515,-0.811112844,-1.042846465,-1.551279847,-1.758599728,-1.08789955,-1.329910078,-1.538289673,-1.742777603,-0.820116791,-1.322795758,-1.527762634,-1.732565677,-0.813747148,1
2.322526715,1.853190017,2.025082056,1.07988443,1.684934403,1.256482843,1.133536688,0.132141124,1.120042677,0.879480853,0.309359796,-0.073135315,2.404695372,1.860981524,2.081174199,1.127989739,1.400121649,1.651551941,1.72573052,0.913908077,1.126415801,1.054827949,0.839848569,0.237613528,1.534375185,1.29925514,1.070592731,0.491772721,1.560545302,1.306698048,1.370192432,0.70269962,1.960393588,1.978401429,1.681530388,1.075592723,0
1.661047587,1.241361652,1.123961618,0.12738625,1.095015993,0.863237826,0.293406702,-0.079041822,1.120042677,0.704519982,0.309359796,-0.231187173,1.375487443,1.642162137,1.721200111,0.916707132,1.104648699,1.040333416,0.828476326,0.230975107,1.126415801,0.705244514,0.301880667,-0.181877021,1.534375185,1.29925514,1.371570653,0.702395691,1.931116504,1.963233676,1.669516474,1.070275996,1.960393588,1.759266175,1.681530388,0.918147734,0
1.07306614,0.848043418,0.282915875,-0.084280012,1.095015993,0.688462263,0.293406702,-0.237429032,1.120042677,0.704519982,0.309359796,-0.073135315,1.081428035,1.029467854,0.821264892,0.230038658,1.104648699,0.691065687,0.290123809,-0.189291337,1.126415801,0.705244514,0.301880667,-0.181877021,1.902549706,1.957070907,1.672548574,1.070985888,1.931116504,1.744388467,1.669516474,0.912743263,0.990360372,0.751244007,0.543498366,0.130922788,0
1.07306614,0.673235314,0.282915875,-0.243029709,1.095015993,0.688462263,0.293406702,-0.079041822,0.526156685,0.704519982,0.309359796,-0.073135315,1.081428035,0.679356835,0.28130376,-0.192526556,1.104648699,0.691065687,0.290123809,-0.189291337,1.126415801,0.880036231,0.301880667,-0.181877021,1.902549706,1.737798984,1.672548574,0.91301866,0.967631378,0.737700504,0.532085115,0.125079602,0.990360372,0.751244007,0.543498366,-0.079003865,0
1.07306614,0.673235314,0.282915875,-0.084280012,0.505097584,0.688462263,0.293406702,-0.079041822,0.526156685,0.704519982,0.549793418,0.137600496,1.081428035,0.679356835,0.28130376,-0.192526556,1.104648699,0.865699551,0.290123809,-0.189291337,0.754923387,1.054827949,0.600751723,0.237613528,0.945295951,0.729148143,0.528832473,0.123182525,0.967631378,0.737700504,0.532085115,-0.084964041,0.990360372,0.751244007,0.303912678,-0.236448854,0
0.485084694,0.673235314,0.523214659,0.12738625,0.505097584,0.863237826,1.133536688,0.290528333,0.823099681,1.054441724,1.150877475,0.295652354,0.713853775,1.029467854,0.581282166,0.230038658,0.73530751,1.040333416,0.58920854,0.230975107,0.754923387,1.054827949,0.839848569,0.237613528,0.945295951,0.729148143,0.288050136,-0.245407672,0.671174416,0.737700504,0.292625882,-0.084964041,0.990360372,0.92655221,0.303912678,0.130922788,0
0.485084694,0.848043418,1.123961618,0.286135946,0.800056789,1.038013389,1.133536688,0.290528333,0.823099681,1.273142812,1.150877475,0.295652354,0.713853775,1.029467854,0.581282166,0.230038658,0.73530751,1.040333416,0.828476326,0.230975107,0.754923387,0.880036231,0.301880667,0.027868253,0.650756334,0.729148143,0.288050136,-0.087440445,0.967631378,0.912776671,0.292625882,0.125079602,0.990360372,0.92655221,0.543498366,0.130922788,0
