,,,,,,,,,,,,,,,,,,,,,Class
-0.206721759,0.358187684,9.68934974,0.131978287,0.685538254,-0.061400644,1.118394479,-0.932538834,0.295823839,-0.420487348,-0.070410115,1.009398482,-0.905287267,0.699698275,0.622631033,0.963082541,-0.179460262,-0.253823171,-0.251272832,0.211219258,-0.493293969,0
-0.418355833,0.2653202,8.756442538,-0.542935063,0.33212984,-0.061400644,2.31212742,-1.11201523,0.295823839,-0.420487348,-0.257646729,1.777212853,-1.190382786,1.854727612,1.654650424,-0.488278885,-0.419922567,-0.50921552,-0.320240086,0.445021593,-0.493293969,0
0.004912315,-0.919988437,1.878982065,-1.635871141,3.268171254,-0.061400644,-0.278294946,-1.11201523,5.275746513,-0.420487348,-0.547012405,1.830165568,-1.439841365,1.579720627,1.998656888,-0.488278885,-0.179460262,-1.275392567,-1.354748903,2.282039939,-0.493293969,0
0.004912315,-0.919988437,2.064623675,-1.05248575,2.569443003,-0.061400644,-0.278294946,-1.11201523,3.538564185,-0.420487348,0.729600874,1.989023714,-1.439841365,1.909729009,1.654650424,-0.488278885,-0.179460262,-0.828455956,-0.734043613,1.179828932,-0.493293969,0
0.004912315,-0.919988437,2.155454861,-0.14972576,3.920269222,-0.061400644,-0.278294946,-1.351317091,6.318055909,-0.420487348,-0.32573277,1.989023714,-1.439841365,1.909729009,1.998656888,-0.488278885,-0.780616025,-1.339240654,-1.492683412,1.513832267,-0.493293969,0
0.004912315,-0.919988437,1.66517266,-1.151467322,2.467691599,-0.061400644,-0.278294946,-0.932538834,1.685569702,-0.420487348,1.172160144,1.856641926,-1.439841365,1.634722024,2.342663352,0.963082541,-0.179460262,-0.573063607,-0.458174595,0.478421927,-0.493293969,0
-1.264892129,0.978087109,1.959123017,-1.344178428,-0.412511671,-0.061400644,-0.278294946,-0.9923643,2.264630478,-0.420487348,2.295579829,1.380067489,-1.261656666,0.919703863,3.03067628,-0.488278885,-0.900847177,-0.573063607,-0.734043613,0.144418591,-0.493293969,0
-1.264892129,1.382280236,1.587896242,-1.105158624,-0.190376829,-0.061400644,-0.278294946,-0.9923643,2.033006167,-0.420487348,0.712579363,1.433020204,-1.332930546,0.919703863,1.654650424,0.963082541,-0.419922567,-0.50921552,-0.665076358,0.144418591,-0.493293969,0
-1.264892129,0.612531831,2.096273874,0.907689197,-0.683598474,-0.061400644,-0.278294946,-1.052189765,2.612066943,-0.420487348,2.721117589,1.856641926,-1.404204425,1.689723421,2.342663352,-0.488278885,-0.660384872,-0.573063607,-0.734043613,0.111018258,-0.493293969,0
-1.793977314,0.345395251,1.46678661,0.114285033,0.129661903,-0.061400644,-0.278294946,-1.291491626,2.264630478,-0.420487348,1.801956028,1.485972919,-1.368567485,0.97470526,1.654650424,-0.488278885,-1.02107833,-1.083848305,-1.285781648,0.010817257,-0.493293969,0
-1.899794351,0.232895339,-0.203640486,-0.04131395,0.304343966,-0.061400644,-0.278294946,-1.231666161,2.033006167,-0.420487348,1.359396758,1.59187835,-1.368567485,1.194710848,1.310643961,-0.488278885,-1.141309482,-1.147696392,-1.354748903,-0.05598341,-0.493293969,0
-1.793977314,0.658450043,1.165014334,-0.325985188,-0.277814363,-0.061400644,-0.278294946,-1.351317091,2.496254788,-0.420487348,1.938128111,1.69778378,-1.439841365,1.304713642,1.310643961,-0.488278885,-1.141309482,-1.020000218,-1.216814394,0.010817257,-0.493293969,0
-1.793977314,1.383445341,0.948644541,0.134065813,-0.683598474,-0.061400644,-0.278294946,-1.052189765,0.99069677,-0.420487348,0.712579363,1.459496562,-1.332930546,0.97470526,0.966637497,-0.488278885,-1.02107833,-0.828455956,-1.14784714,-0.222985078,-0.493293969,0
-1.899794351,1.188984403,1.009617088,0.69767046,-0.412511671,-0.061400644,-0.278294946,-0.9923643,0.874884615,-0.420487348,0.678536342,0.638729475,-1.261656666,-0.620335254,0.966637497,0.963082541,-1.02107833,-0.892304044,-1.14784714,-0.256385411,-0.493293969,0
-1.899794351,0.614857337,0.788103061,1.54840393,-0.683598474,-0.061400644,-0.278294946,-1.052189765,1.106508926,-0.420487348,0.899815978,1.433020204,-1.297293606,0.97470526,0.622631033,-0.488278885,-1.02107833,-0.956152131,-1.216814394,-0.256385411,-0.493293969,0
-1.688160277,-0.536276988,0.596152697,-0.043733623,-0.683598474,-0.061400644,-0.278294946,-0.274458716,0.180011684,-0.358247062,0.865772957,0.506347687,-1.261656666,-0.895342239,0.622631033,-0.488278885,-0.54015372,-0.573063607,-0.665076358,-0.389986746,1.140017528,0
-1.688160277,0.056327567,0.040558916,0.164589821,-0.683598474,-0.061400644,-0.278294946,-0.274458716,0.411635995,-0.358247062,0.542364259,1.803689211,-1.368567485,1.634722024,3.03067628,0.963082541,-0.660384872,-0.700759782,-0.803010867,-0.389986746,-0.493293969,0
-1.053258055,-0.919988437,0.17573699,-0.736797756,0.987522667,-0.061400644,-0.278294946,-1.351317091,3.422752029,-0.420487348,1.189181654,2.015500072,-1.439841365,1.964730406,0.966637497,-0.488278885,-1.02107833,-1.275392567,-1.354748903,0.111018258,-0.493293969,0
-1.053258055,-0.919988437,0.22104394,-0.629426422,1.187095404,-0.061400644,-0.278294946,-1.411142557,3.770188495,-0.420487348,1.274289206,2.015500072,-1.439841365,1.964730406,1.310643961,-0.488278885,-1.201425058,-1.339240654,-1.354748903,0.077617924,-0.493293969,0
-1.053258055,-0.919988437,-0.104816041,1.096469055,0.33212984,-0.061400644,-0.278294946,-1.650444418,4.001812805,-0.420487348,2.363665871,1.883118284,-1.332930546,1.854727612,3.03067628,-0.488278885,-0.54015372,-0.700759782,-0.734043613,0.144418591,-0.493293969,0
-1.053258055,-0.355555742,-0.133051596,0.315800413,0.041921764,-0.061400644,-0.278294946,-1.470968022,4.117624961,-0.420487348,2.193450767,1.962547357,-1.439841365,1.854727612,2.342663352,-0.488278885,-0.54015372,-0.573063607,-0.665076358,0.244619592,-0.493293969,0
-1.053258055,-0.160631553,-0.077018574,0.464666666,1.268552037,-0.061400644,-0.278294946,-1.351317091,6.433868064,-0.420487348,1.427482799,1.989023714,-1.439841365,1.909729009,0.966637497,-0.488278885,-0.419922567,-0.956152131,-0.871978122,1.814435269,-0.493293969,0
2.756155277,0.345395251,-0.203640486,0.989363138,-0.412511671,-0.061400644,-0.278294946,-1.052189765,0.295823839,-0.420487348,1.138117123,1.221209343,-0.477643988,1.799726215,0.966637497,-0.488278885,2.04481606,2.23625223,2.300515584,-0.222985078,1.140017528,0
2.756155277,0.443169749,-0.203640486,1.192211445,-0.683598474,-0.061400644,-0.278294946,-0.932538834,-0.167424781,-0.420487348,0.780665405,-0.499753903,1.838757105,1.799726215,-0.065381895,-0.488278885,2.04481606,2.427796492,2.438450093,-0.389986746,-0.493293969,0
2.544521203,-0.919988437,-0.203640486,2.577858329,1.763939637,-0.061400644,-0.278294946,-0.09498232,3.075315564,-0.420487348,2.380687381,2.015500072,-1.439841365,1.964730406,0.966637497,0.963082541,0.902620111,0.576201962,1.059105003,1.714234268,1.140017528,0
1.486350833,-0.919988437,-0.203640486,0.513066142,-0.683598474,-0.061400644,-0.278294946,-0.334284181,-0.746485557,1.944643508,-0.461904853,-1.479379135,2.052578745,0.094682907,-1.097401286,-0.488278885,1.082966839,1.406227096,1.334974021,-0.657189414,-0.493293969,0
1.697984907,-0.919988437,-0.203640486,0.176250872,-0.683598474,-0.061400644,-0.278294946,-0.21463325,-0.746485557,1.384480937,-0.30871126,-1.42642642,1.874394045,-0.070321284,-1.097401286,-0.488278885,1.082966839,1.278530922,1.197039512,-0.690589748,-0.493293969,0
1.274716759,1.139179668,-0.203640486,0.642562385,-0.683598474,-0.061400644,-0.278294946,-0.693236973,-0.399049092,-0.420487348,-0.342754281,0.69168219,-0.442007048,0.754699672,0.278624569,-0.488278885,0.782388958,1.214682835,1.059105003,-0.423387079,1.140017528,0
1.486350833,0.365225497,-0.203640486,0.141712308,-0.683598474,-0.061400644,-0.278294946,-0.334284181,-0.630673402,0.699837795,-0.512969385,-0.790993837,1.553661586,0.754699672,0.278624569,-0.488278885,1.082966839,1.342379009,1.266006767,-0.556988413,-0.493293969,0
1.486350833,0.238175734,-0.203640486,-0.034010619,-0.683598474,-0.061400644,-0.278294946,-0.334284181,-0.746485557,0.886558652,-0.512969385,-1.214615559,1.874394045,0.369689892,-0.753394823,-0.488278885,1.082966839,1.278530922,1.197039512,-0.657189414,-0.493293969,0
1.063082685,-0.919988437,-0.203640486,-0.477793169,-0.683598474,-0.061400644,-0.278294946,-1.171840696,-0.167424781,-0.420487348,0.57640728,-1.267568274,1.411113827,-0.455331063,-1.44140775,-0.488278885,0.662157806,0.767746224,0.714268731,-0.62378908,-0.493293969,0
0.428180463,-0.284647128,-0.203640486,0.121614001,-0.683598474,-0.061400644,-0.278294946,-1.231666161,0.064199529,-0.420487348,0.508321239,0.982922124,-0.584554808,1.139709451,2.342663352,-0.488278885,0.241348772,0.448505788,0.300465204,-0.62378908,-0.493293969,0
0.957265648,-0.595801455,-0.203640486,0.157664978,-0.683598474,-0.061400644,-0.278294946,-1.171840696,0.064199529,-0.420487348,0.882794467,0.771111263,-0.584554808,0.699698275,1.998656888,-0.488278885,0.361579924,0.64005005,0.507366968,-0.556988413,1.140017528,0
1.909618981,-0.919988437,-0.203640486,-0.192654295,-0.683598474,-0.061400644,-0.278294946,-0.274458716,-0.746485557,1.882403223,-0.427861833,-1.479379135,1.874394045,-0.180324078,-1.097401286,-0.488278885,1.022851263,1.278530922,1.197039512,-0.690589748,-0.493293969,0
0.639814537,-0.589444863,-0.203640486,-0.264343523,-0.683598474,-0.061400644,-0.278294946,-0.035156855,-0.514861247,0.824318366,0.627471811,0.665205833,-0.335096228,0.864702466,1.654650424,2.414443968,1.563891449,1.470075183,1.541875785,-0.423387079,1.140017528,0
0.851448611,0.920374324,-0.203640486,-0.108624229,-0.683598474,-0.061400644,-0.278294946,-0.633411508,-0.283236937,-0.420487348,0.355127645,-0.367372115,1.019107488,0.809701069,-0.753394823,-0.488278885,1.203197992,1.278530922,1.266006767,-0.52358808,-0.493293969,0
0.851448611,0.920374324,-0.203640486,-0.108624229,-0.683598474,-0.061400644,-0.278294946,-0.633411508,-0.283236937,-0.420487348,0.355127645,-0.367372115,1.019107488,0.809701069,-0.753394823,-0.488278885,1.203197992,1.278530922,1.266006767,-0.52358808,-0.493293969,0
1.274716759,-0.919988437,-0.203640486,0.109916926,-0.683598474,-0.061400644,-0.278294946,0.084494076,-0.746485557,-0.358247062,0.814708426,-0.97632834,1.482387706,0.259687098,-0.065381895,-0.488278885,1.563891449,1.597771358,1.610843039,-0.52358808,1.140017528,0
1.274716759,-0.607808385,-0.203640486,0.091237722,-0.683598474,-0.061400644,-0.278294946,0.024668611,-0.746485557,-0.296006777,0.55938577,-1.161662843,1.696209346,0.204685701,-0.409388359,-0.488278885,1.563891449,1.533923271,1.610843039,-0.52358808,1.140017528,0
0.851448611,1.601106695,-0.077523548,-0.589790754,-0.683598474,-0.061400644,-0.278294946,0.443446868,0.180011684,-0.420487348,1.359396758,0.797587621,-0.798376447,0.42469129,-1.44140775,-0.488278885,0.481811077,0.895442398,0.714268731,-0.222985078,1.140017528,0
0.851448611,1.135831421,-0.089371931,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.503272333,0.064199529,-0.420487348,0.797686915,0.797587621,-0.798376447,0.42469129,-0.753394823,-0.488278885,0.602042229,0.895442398,0.714268731,-0.289785745,1.140017528,0
0.851448611,1.200479836,-0.115244057,-0.16945796,-0.683598474,-0.061400644,-0.278294946,0.443446868,0.52744815,-0.420487348,1.614719414,0.903493051,-0.798376447,0.644696878,-0.753394823,-0.488278885,0.481811077,0.895442398,0.714268731,-0.089383744,1.140017528,0
0.851448611,0.582928902,-0.130545965,-0.42330214,-0.683598474,-0.061400644,-0.278294946,0.682748729,0.064199529,-0.358247062,1.172160144,0.903493051,-0.798376447,0.644696878,-0.409388359,-0.488278885,1.203197992,1.08698666,1.128072258,-0.189584744,1.140017528,0
1.380533796,0.882976578,-0.015738985,-1.01244949,-0.683598474,-0.061400644,-0.278294946,-0.513760577,-0.051612626,-0.420487348,0.916837488,1.194732985,-1.190382786,0.644696878,-0.409388359,0.963082541,0.722273382,1.08698666,0.921170494,-0.289785745,1.140017528,0
1.380533796,-0.167411519,-0.140894806,-1.115425403,-0.683598474,-0.061400644,-0.278294946,-0.633411508,0.295823839,-0.420487348,2.397708892,1.14178027,-1.190382786,0.534694084,0.622631033,0.963082541,0.842504534,0.895442398,0.921170494,-0.323186078,1.140017528,0
1.380533796,0.315512426,0.002377902,0.072954003,-0.683598474,-0.061400644,-0.278294946,-0.573586042,0.52744815,-0.420487348,2.227493788,1.750736496,-1.226019726,1.744724818,0.278624569,-0.488278885,0.722273382,1.08698666,0.990137749,-0.289785745,1.140017528,0
1.380533796,-0.919988437,-0.16172687,-0.940563884,-0.683598474,-0.061400644,-0.278294946,-0.633411508,0.295823839,-0.420487348,3.010483265,0.929969409,-1.190382786,0.094682907,0.278624569,0.963082541,0.842504534,0.895442398,0.921170494,-0.356586412,1.140017528,0
1.380533796,-0.532157398,-0.041964501,-0.563050437,-0.683598474,-0.061400644,-0.278294946,-0.274458716,-0.051612626,-0.420487348,1.733869986,1.750736496,-1.226019726,1.744724818,1.654650424,0.963082541,0.722273382,0.959290486,0.85220324,-0.456787413,-0.493293969,0
1.380533796,-0.919988437,-0.051602877,-0.795151065,-0.683598474,-0.061400644,-0.278294946,-0.21463325,-0.283236937,-0.420487348,1.291310716,1.644831065,-1.083471966,1.744724818,1.310643961,0.963082541,0.541926653,0.959290486,0.85220324,-0.490187746,-0.493293969,0
1.380533796,2.798626907,-0.026476215,-0.90112421,-0.683598474,-0.061400644,-0.278294946,-0.09498232,0.064199529,-0.420487348,-1.398087925,0.929969409,-0.976561147,0.42469129,0.278624569,-0.488278885,1.203197992,1.470075183,1.47290853,-0.323186078,1.140017528,0
1.380533796,2.294407865,0.391911727,-1.141888725,-0.683598474,-0.061400644,-0.278294946,-0.21463325,-0.399049092,-0.420487348,0.542364259,1.353591131,-1.012198086,1.249712245,-0.065381895,-0.488278885,1.864469331,1.980859881,2.024646566,-0.323186078,1.140017528,0
1.380533796,2.678361206,0.34183295,-1.183426697,-0.683598474,-0.061400644,-0.278294946,-0.274458716,-0.399049092,-0.420487348,-1.1938298,1.03587484,-0.620191748,1.194710848,-0.065381895,-0.488278885,1.744238178,1.917011794,1.955679311,-0.323186078,1.140017528,0
1.380533796,1.17327185,-0.203640486,-1.056832173,-0.683598474,-0.061400644,-0.278294946,-0.21463325,0.411635995,-0.420487348,2.584945506,1.14178027,-1.439841365,0.149684304,-0.065381895,-0.488278885,1.082966839,1.150834747,1.197039512,-0.156184411,1.140017528,0
0.745631574,-0.919988437,2.05348883,-1.635871141,0.056795732,-0.061400644,-0.278294946,-0.394109646,0.064199529,-0.420487348,0.865772957,1.59187835,-1.332930546,1.249712245,0.278624569,-0.488278885,-0.179460262,0.193113439,0.093563441,-0.490187746,-0.493293969,0
0.745631574,-0.919988437,-0.011544374,-1.635871141,-0.683598474,-0.061400644,-0.278294946,1.041701521,-0.862297713,1.260000366,0.55938577,0.982922124,-0.620191748,1.084708054,-0.065381895,-0.488278885,0.722273382,0.895442398,0.783235985,-0.62378908,1.140017528,0
1.697984907,-0.919988437,-0.203640486,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.80239966,-1.093922023,0.015194652,0.218955562,-1.399950062,1.589298526,-0.455331063,-1.097401286,-0.488278885,0.842504534,1.023138573,0.990137749,-0.657189414,1.140017528,0
-0.735806944,1.559088459,-0.065846053,-1.064401306,-0.683598474,-0.061400644,-0.278294946,-1.530793487,0.52744815,-0.420487348,-0.240625218,0.58577676,0.37764257,1.799726215,1.310643961,0.963082541,-0.179460262,-0.126126997,-0.251272832,-0.52358808,-2.126605467,0
-0.735806944,0.303555968,-0.203640486,-1.07177511,0.364895285,-0.061400644,-0.278294946,-1.171840696,0.295823839,-0.047045634,0.57640728,0.506347687,-0.655828687,0.03968151,-0.409388359,-0.488278885,-0.179460262,-0.317671259,-0.320240086,-0.356586412,-0.493293969,0
-0.735806944,0.345395251,-0.027806054,-1.05248575,-0.412511671,-0.061400644,-0.278294946,-1.231666161,0.180011684,-0.420487348,1.087052592,-0.499753903,0.23509481,-0.675336651,0.622631033,2.414443968,-0.299691415,-0.189975084,-0.320240086,-0.490187746,-0.493293969,0
-0.735806944,1.058617521,0.060303781,-1.088547919,-0.683598474,-0.061400644,-0.278294946,-1.231666161,0.180011684,-0.420487348,1.546633372,0.268060468,-0.798376447,-0.675336651,-0.065381895,-0.488278885,-0.239575838,-0.06227891,-0.251272832,-0.52358808,1.140017528,0
-0.735806944,-0.271614473,-0.149582669,-1.635871141,-0.683598474,-0.061400644,-0.278294946,-0.932538834,-0.399049092,-0.420487348,0.474278218,-1.188139201,0.947833608,-1.005345033,-1.44140775,-0.488278885,-0.299691415,-0.189975084,-0.320240086,-0.657189414,-0.493293969,0
-0.735806944,-0.119780065,0.129944139,-1.635871141,-0.683598474,-0.061400644,-0.278294946,-1.351317091,0.52744815,-0.420487348,1.291310716,0.215107753,-0.798376447,-0.785339445,0.278624569,0.963082541,-0.239575838,-0.189975084,-0.251272832,-0.490187746,1.140017528,0
-0.735806944,0.134497983,0.411780023,-0.760793036,0.671835477,-0.061400644,-0.278294946,-1.351317091,1.569757546,-0.420487348,1.529611862,1.433020204,-1.226019726,1.084708054,0.278624569,0.963082541,-0.660384872,-0.636911695,-0.734043613,-0.156184411,-0.493293969,0
-0.735806944,-0.919988437,0.846112956,-1.635871141,2.013771326,-0.061400644,-0.278294946,-1.351317091,2.843691254,-0.420487348,0.831729936,1.883118284,-1.368567485,1.799726215,0.966637497,0.963082541,-0.900847177,-1.020000218,-1.078879885,0.077617924,-0.493293969,0
-0.735806944,0.956566986,-0.125412107,0.310731148,-0.080568668,-0.061400644,-0.278294946,-1.351317091,0.75907246,-0.420487348,0.661514832,0.824063979,-0.620191748,0.754699672,1.310643961,-0.488278885,-0.600269296,-0.445367433,-0.596109104,-0.323186078,-0.493293969,0
-0.735806944,0.6069792,0.916688167,0.476082619,0.886609555,-0.061400644,-0.278294946,-1.470968022,1.222321081,-0.420487348,-0.189560687,1.59187835,-0.976561147,1.799726215,1.310643961,0.963082541,-0.660384872,-0.50921552,-0.665076358,-0.156184411,-0.493293969,0
-0.735806944,-0.919988437,-0.144419844,-1.635871141,-0.683598474,-0.061400644,-0.278294946,-1.171840696,0.064199529,-0.420487348,1.88706358,-0.314419399,-0.370733168,-1.225350621,-0.065381895,0.963082541,-0.54015372,-0.50921552,-0.665076358,-0.490187746,1.140017528,0
-0.735806944,0.791455503,1.009230312,-1.044095253,1.516286873,-0.061400644,-0.278294946,-1.291491626,0.874884615,-0.420487348,-0.649141468,1.274162058,-0.442007048,1.964730406,1.998656888,-0.488278885,-0.299691415,-0.50921552,-0.596109104,-0.022583076,-0.493293969,0
-0.312538796,0.345395251,-0.133306714,-1.344178428,-0.683598474,-0.061400644,-0.278294946,-0.633411508,0.295823839,-0.420487348,0.797686915,1.168256628,-0.442007048,1.744724818,1.998656888,-0.488278885,0.061002043,0.193113439,0.024596186,-0.490187746,-0.493293969,0
-0.312538796,0.329760379,-0.134175747,0.092660393,-0.683598474,-0.061400644,-0.278294946,-0.573586042,-0.167424781,-0.420487348,0.321084624,0.479871329,0.37764257,1.579720627,0.622631033,-0.488278885,0.000886467,0.065417265,-0.113338323,-0.556988413,-0.493293969,0
-0.312538796,-0.919988437,-0.14163299,0.421420287,-0.683598474,-0.061400644,-0.278294946,-0.394109646,-0.283236937,-0.420487348,0.729600874,-0.52623026,0.734011968,0.03968151,-0.065381895,0.963082541,-0.179460262,-0.06227891,-0.182305577,-0.62378908,-0.493293969,0
-0.312538796,0.904440438,-0.021107599,1.392176884,3.068586913,-0.061400644,-0.278294946,-1.351317091,4.349249271,-0.420487348,-1.398087925,1.883118284,-1.439841365,1.689723421,3.03067628,0.963082541,0.181233195,-0.700759782,-0.527141849,2.181838938,-0.493293969,0
-0.312538796,-0.919988437,0.028035869,0.670103884,4.316910153,-0.061400644,-0.278294946,-1.351317091,3.88600065,-0.420487348,-1.398087925,1.69778378,-1.439841365,1.304713642,0.966637497,2.414443968,-0.419922567,-1.21154448,-1.14784714,1.313430266,-0.493293969,0
-0.947441018,-0.28729658,-0.203640486,-0.177407645,0.671835477,-0.061400644,-0.278294946,-0.872713369,-0.399049092,-0.358247062,-0.410840322,-0.552706618,0.16382093,-0.895342239,-0.409388359,-0.488278885,-0.660384872,-0.573063607,-0.734043613,-0.490187746,-0.493293969,0
-0.947441018,-0.556152698,-0.203640486,-0.126204027,1.187095404,-0.061400644,-0.278294946,-0.932538834,-0.399049092,-0.420487348,-0.73424902,-0.473277545,0.05691011,-0.895342239,-0.409388359,-0.488278885,-0.780616025,-0.700759782,-0.871978122,-0.490187746,-0.493293969,0
-0.947441018,-0.032739874,-0.203640486,0.204863309,1.027101846,-0.061400644,-0.278294946,-1.231666161,-0.167424781,-0.420487348,-1.040636207,-0.473277545,0.05691011,-0.895342239,-0.409388359,-0.488278885,-0.900847177,-0.636911695,-0.803010867,-0.456787413,-0.493293969,0
-0.947441018,-0.919988437,-0.203640486,0.114285033,0.671835477,-0.061400644,-0.278294946,0.144319541,-0.399049092,1.508961509,-0.138496156,1.485972919,-1.119108906,1.359715039,3.374682744,2.414443968,-0.419922567,-0.700759782,-0.665076358,-0.189584744,-0.493293969,0
-0.947441018,-0.919988437,-0.203640486,0.011253862,0.847169459,-0.061400644,-0.278294946,0.323795937,-0.746485557,1.571201794,-0.870421103,0.532824045,-0.548917868,0.259687098,0.966637497,-0.488278885,-0.660384872,-0.700759782,-0.734043613,-0.423387079,-0.493293969,0
-0.947441018,-0.919988437,-0.203640486,-0.031561288,1.30437133,-0.061400644,-0.278294946,0.024668611,-0.514861247,0.76207808,-0.75127053,0.294536826,-1.119108906,-1.115347827,1.310643961,0.963082541,-0.720500448,-0.892304044,-0.803010867,-0.222985078,1.140017528,0
-0.947441018,0.497950858,-0.203640486,0.325285174,0.531478401,-0.061400644,-0.278294946,-0.693236973,-0.167424781,-0.420487348,-0.598076936,1.69778378,-1.047835026,1.909729009,1.654650424,0.963082541,-0.05922911,-0.700759782,-0.665076358,0.612023261,-0.493293969,0
2.756155277,-0.919988437,-0.203640486,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.563097799,-0.978109868,1.695682366,-0.036367094,0.506347687,-0.477643988,0.314688495,-0.409388359,-0.488278885,1.744238178,1.917011794,1.955679311,-0.62378908,1.140017528,0
2.756155277,-0.919988437,-0.203640486,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.622923264,-1.093922023,1.944643508,-0.410840322,-1.558808208,2.337674264,0.369689892,-1.44140775,-0.488278885,1.744238178,1.980859881,2.024646566,-0.690589748,-0.493293969,0
2.756155277,-0.919988437,-0.203640486,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.682748729,-0.978109868,1.508961509,0.065761969,0.479871329,-0.477643988,0.259687098,-1.097401286,-0.488278885,1.744238178,1.853163707,1.886712057,-0.62378908,1.140017528,0
2.756155277,-0.919988437,-0.203640486,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.742574195,-1.093922023,3.189449222,-0.666162978,-1.664713638,2.444585084,0.314688495,-1.44140775,-0.488278885,1.744238178,2.044707968,2.024646566,-0.690589748,-0.493293969,0
2.861972314,-0.709091143,-0.203640486,1.281055852,-0.683598474,-0.061400644,-0.278294946,0.981876056,-1.209734178,0.077434938,0.065761969,-0.790993837,1.518024646,0.699698275,-0.065381895,-0.488278885,1.744238178,1.980859881,2.024646566,-0.657189414,1.140017528,0
2.861972314,-0.517975974,-0.203640486,1.700277138,-0.683598474,-0.061400644,-0.278294946,0.80239966,-1.093922023,-0.420487348,-0.053388604,-0.790993837,1.518024646,0.699698275,-0.065381895,-0.488278885,1.624007026,1.980859881,2.024646566,-0.62378908,1.140017528,0
2.861972314,-0.518614081,-0.203640486,1.694981662,-0.683598474,-0.061400644,-0.278294946,0.80239966,-1.093922023,-0.420487348,-0.070410115,-0.790993837,1.518024646,0.699698275,-0.065381895,-0.488278885,1.624007026,1.980859881,1.955679311,-0.62378908,1.140017528,0
2.861972314,-0.919988437,-0.203640486,0.351285372,-0.683598474,-0.061400644,-0.278294946,0.742574195,-1.093922023,-0.420487348,-0.019345583,-1.373473704,2.302037324,0.699698275,-1.097401286,-0.488278885,2.04481606,2.172404143,2.162581075,-0.62378908,-0.493293969,0
2.332887129,-0.28729658,-0.203640486,-1.05248575,-0.412511671,-0.061400644,-0.278294946,-0.035156855,0.643260305,-0.420487348,3.078569307,1.936070999,-1.439841365,1.799726215,1.998656888,14.02533538,1.022851263,1.597771358,1.748777548,0.211219258,1.140017528,0
