,,,,,,,,Class
-1.676055837,0.807487683,-0.231148442,-0.227472814,-0.097557121,-0.09909799,0.867085037,-0.527741404,1
-0.365051342,-0.725705765,-0.000388746,1.450163762,-0.097557121,6.507434677,0.001982042,-0.058216078,0
-0.437884925,0.161932547,-1.038807377,-0.227472814,-0.097557121,-0.09909799,0.175002641,-0.527741404,0
-1.457555088,-1.451955294,0.807270189,-0.519235696,-0.097557121,-0.09909799,-0.344059156,2.571125748,0
-0.729219257,-0.483622589,-0.115768594,1.523104483,-0.097557121,-0.09909799,-0.171038557,-0.058216078,0
-0.365051342,0.081238155,-0.000388746,-0.738057858,-0.097557121,-0.09909799,0.34802324,6.796853682,0
-0.365051342,-0.402928197,-0.000388746,2.471333851,-0.097557121,-0.09909799,-0.171038557,-0.527741404,0
0.654618821,1.372348427,0.691890341,1.085460159,-0.097557121,-0.09909799,-0.517079755,-0.527741404,0
-0.219384175,-0.241539413,0.807270189,1.596045203,-0.097557121,-0.09909799,-0.344059156,-0.527741404,0
-1.093387172,0.161932547,-0.231148442,-0.300413534,-0.097557121,-0.09909799,-4.150512335,-0.527741404,0
-0.219384175,-0.725705765,1.845688821,-0.008650652,-0.097557121,-0.09909799,0.521043839,-0.527741404,0
1.018786737,0.968876467,-2.423365553,0.13723079,-0.097557121,-0.09909799,0.175002641,-0.527741404,0
0.363284489,0.242626939,0.576510493,1.450163762,-0.097557121,-0.09909799,0.34802324,-0.527741404,0
1.237287486,0.968876467,0.461130646,1.2313416,-0.097557121,-0.09909799,0.521043839,-0.527741404,0
0.654618821,0.807487683,-0.115768594,1.2313416,-0.097557121,-0.09909799,0.521043839,0.317404183,0
0.290450906,0.404015723,-1.846466313,0.356052952,-0.097557121,-0.09909799,0.694064438,-0.527741404,0
0.581785238,0.968876467,0.461130646,-0.665117138,-0.097557121,-0.09909799,-0.344059156,-0.527741404,0
-0.729219257,-0.967788942,0.345750798,-0.738057858,-0.097557121,-0.09909799,0.34802324,-0.058216078,0
-0.292217758,1.695125995,-0.231148442,1.960748807,-0.097557121,-0.09909799,0.521043839,-0.527741404,0
0.217617323,0.081238155,0.576510493,-1.540405786,-0.097557121,-0.09909799,-0.863120953,-0.246026209,0
-0.656385674,-0.806400158,1.038029885,1.523104483,-0.097557121,-0.09909799,-0.344059156,1.444264965,1
-0.000883426,1.130265251,0.807270189,-0.810998579,-0.097557121,-0.09909799,-0.517079755,-0.527741404,1
-0.729219257,0.968876467,0.23037095,0.356052952,-0.097557121,-0.09909799,-0.171038557,0.317404183,1
0.727452404,0.000543763,0.807270189,-0.081591372,-0.097557121,-0.09909799,-1.55520335,-0.152121143,1
0.873119571,0.081238155,0.23037095,1.158400879,-0.097557121,-0.09909799,0.694064438,-0.058216078,0
-1.093387172,0.646098899,0.461130646,-0.738057858,-0.097557121,-0.09909799,0.175002641,-0.527741404,0
-1.166220755,0.323321331,-0.000388746,-0.373354255,-0.097557121,-0.09909799,0.694064438,0.317404183,1
-0.80205284,0.646098899,-0.000388746,-0.008650652,-0.097557121,-0.09909799,0.694064438,2.946746008,0
-0.146550592,0.323321331,-0.000388746,-0.665117138,-0.097557121,-0.09909799,0.521043839,-0.527741404,0
-1.530388671,-1.451955294,0.922650037,-0.810998579,-0.097557121,-0.09909799,0.001982042,0.223499117,1
-0.219384175,-1.451955294,1.614929125,0.283112231,-0.097557121,-0.09909799,2.25124983,-0.527741404,0
-0.80205284,-0.241539413,0.691890341,-0.738057858,-0.097557121,-0.09909799,-0.517079755,-0.527741404,1
0.581785238,-0.160845021,0.114991102,1.523104483,-0.097557121,-0.09909799,0.867085037,-0.527741404,0
1.018786737,0.807487683,0.807270189,-0.519235696,-0.097557121,-0.09909799,-1.209162151,-0.527741404,0
-0.947720006,-0.322233805,-1.154187225,0.064290069,-0.097557121,-0.09909799,-0.863120953,-0.527741404,0
-0.510718508,0.565404507,0.345750798,-0.738057858,-0.097557121,-0.09909799,0.694064438,-0.527741404,1
-1.603222254,-1.048483334,1.268789581,-1.248642903,-0.097557121,-0.09909799,0.34802324,2.571125748,0
0.654618821,-0.160845021,-0.000388746,-0.8839393,-0.097557121,-0.09909799,-0.863120953,-0.246026209,1
-0.80205284,0.404015723,-0.231148442,0.356052952,-0.097557121,-0.09909799,0.694064438,0.129594052,1
-1.74888942,-1.129177726,-0.34652829,0.574875114,-0.097557121,-0.09909799,0.521043839,4.167511856,0
0.071950157,-1.29056651,-0.000388746,-0.519235696,-0.097557121,-0.09909799,0.001982042,-0.527741404,0
0.581785238,0.000543763,-0.000388746,-1.029820741,-0.097557121,-0.09909799,-0.344059156,-0.246026209,0
-0.437884925,-0.88709455,0.345750798,-0.8839393,-0.097557121,-0.09909799,0.694064438,1.53817003,1
-0.656385674,-0.88709455,-0.692667834,0.574875114,-0.097557121,-0.09909799,-0.344059156,1.162549769,0
-0.365051342,-0.564316981,0.114991102,-0.154532093,-0.097557121,-0.09909799,0.694064438,0.505214313,1
-1.020553589,1.453042819,-0.461908138,-0.738057858,-0.097557121,-0.09909799,0.521043839,0.035688987,0
-0.583552091,-1.532649686,-0.000388746,-0.810998579,-0.097557121,-0.09909799,0.521043839,-0.527741404,0
-0.583552091,-0.564316981,0.691890341,-1.175702182,-0.097557121,-0.09909799,-0.171038557,-0.527741404,1
1.237287486,1.695125995,0.23037095,2.836037455,-0.097557121,-0.09909799,0.521043839,0.786929509,0
-0.073717009,-0.241539413,0.345750798,-0.738057858,-0.097557121,-0.09909799,-0.344059156,-0.058216078,0
1.528621818,0.726793291,-0.231148442,1.2313416,-0.097557121,-0.09909799,1.559167433,-0.527741404,0
-0.729219257,-0.645011373,2.42258806,-0.373354255,-0.097557121,-0.09909799,0.694064438,0.411309248,1
-0.729219257,-0.645011373,2.42258806,-0.373354255,-0.097557121,-0.09909799,0.694064438,0.411309248,1
0.290450906,-0.080150629,-0.115768594,-0.446294976,-0.097557121,-0.09909799,0.34802324,-0.527741404,1
-0.583552091,0.081238155,-0.000388746,-1.029820741,-0.097557121,-0.09909799,0.34802324,1.725980161,0
0.508951655,0.081238155,0.345750798,-0.592176417,-0.097557121,-0.09909799,1.040105636,-0.246026209,0
-1.093387172,-0.402928197,-0.808047682,-1.102761462,-0.097557121,-0.09909799,1.040105636,-0.527741404,0
-0.583552091,-0.645011373,-0.92342753,-0.446294976,-0.097557121,-0.09909799,-0.171038557,-0.527741404,0
-1.74888942,0.000543763,-1.961846161,0.13723079,-0.097557121,-0.09909799,0.175002641,-0.527741404,0
-0.80205284,-0.645011373,-1.384946921,1.012519438,-0.097557121,-0.09909799,-0.171038557,1.819885226,0
-1.74888942,-0.483622589,-2.307985705,-1.102761462,-0.097557121,-0.09909799,0.175002641,1.819885226,0
-1.384721504,-0.483622589,0.345750798,-0.227472814,-0.097557121,-0.09909799,0.175002641,0.411309248,0
-0.146550592,0.888182075,-0.692667834,-0.446294976,-0.097557121,-0.09909799,-0.517079755,-0.527741404,1
1.164453903,-0.402928197,-0.000388746,-0.227472814,-0.097557121,-0.09909799,-0.171038557,-0.527741404,1
-2.113057335,-0.725705765,0.576510493,-1.102761462,-0.097557121,-0.09909799,0.001982042,-0.058216078,1
-0.874886423,1.453042819,-0.692667834,1.377223041,-0.097557121,-0.09909799,0.521043839,-0.527741404,0
-0.437884925,-0.967788942,-0.231148442,0.428993673,-0.097557121,10.86774624,0.521043839,-0.527741404,0
-1.384721504,-1.532649686,0.691890341,0.501934393,-0.097557121,-0.09909799,0.34802324,0.505214313,0
-0.073717009,-1.532649686,-0.115768594,0.647815835,-0.097557121,-0.09909799,0.175002641,0.129594052,0
-0.874886423,-1.048483334,0.691890341,-0.373354255,-0.097557121,-0.09909799,-0.171038557,-0.527741404,0
-0.80205284,-0.806400158,0.345750798,2.981918896,-0.097557121,-0.09909799,-0.517079755,-0.527741404,1
-1.894556586,-1.29056651,2.191828364,-0.592176417,-0.097557121,-0.09909799,0.34802324,-0.527741404,1
-0.073717009,-0.564316981,0.114991102,-0.95688002,-0.097557121,-0.09909799,-0.517079755,-0.527741404,1
0.290450906,-0.967788942,0.23037095,-0.592176417,-0.097557121,-0.09909799,-0.344059156,-0.527741404,1
-0.510718508,0.565404507,0.345750798,1.960748807,-0.097557121,-0.09909799,0.521043839,-0.246026209,1
-0.146550592,1.130265251,1.268789581,-0.227472814,-0.097557121,-0.09909799,1.732188032,-0.527741404,1
-1.384721504,0.404015723,0.23037095,-0.665117138,-0.097557121,-0.09909799,0.34802324,-0.527741404,1
-1.311887921,0.565404507,-0.000388746,-0.810998579,-0.097557121,-0.09909799,0.521043839,-0.527741404,1
-1.311887921,-0.645011373,0.23037095,-0.154532093,-0.097557121,-0.09909799,1.732188032,-0.527741404,1
0.654618821,0.000543763,0.23037095,0.13723079,-0.097557121,-0.09909799,0.867085037,-0.246026209,1
-0.947720006,-0.645011373,0.114991102,-1.102761462,-0.097557121,-0.09909799,1.213126235,-0.527741404,1
1.81995615,1.614431603,-1.384946921,0.064290069,-0.097557121,-0.09909799,-0.171038557,-0.527741404,1
0.800285988,1.775820387,-2.192605857,0.501934393,-0.097557121,-0.09909799,1.040105636,-0.527741404,0
-0.437884925,-0.645011373,1.153409733,-0.373354255,-0.097557121,-0.09909799,1.213126235,-0.527741404,1
0.14478374,0.081238155,0.114991102,2.033689527,-0.097557121,-0.09909799,0.867085037,-0.058216078,0
0.945953154,0.484710115,-0.577287986,2.32545241,-0.097557121,-0.09909799,0.175002641,-0.527741404,0
0.14478374,0.484710115,0.461130646,1.960748807,-0.097557121,-0.09909799,-0.863120953,-0.527741404,0
0.581785238,0.646098899,0.922650037,1.668985924,-0.097557121,-0.09909799,-0.171038557,-0.152121143,0
1.601455401,0.968876467,-1.846466313,0.210171511,-0.097557121,-0.09909799,1.040105636,0.035688987,0
1.601455401,0.888182075,-1.500326769,0.283112231,-0.097557121,-0.09909799,1.213126235,-0.527741404,0
-0.292217758,-0.564316981,-1.384946921,0.501934393,-0.097557121,-0.09909799,-0.344059156,0.035688987,0
0.508951655,0.565404507,-0.692667834,0.793697276,-0.097557121,-0.09909799,0.34802324,-0.246026209,0
-0.583552091,-1.532649686,1.384169429,-1.029820741,-0.097557121,-0.09909799,-1.728223949,-0.527741404,0
-0.073717009,-0.322233805,-0.577287986,1.377223041,-0.097557121,-0.09909799,0.34802324,-0.527741404,0
-0.583552091,0.646098899,-1.038807377,2.836037455,-0.097557121,-0.09909799,-0.690100354,-0.152121143,0
0.654618821,0.888182075,-1.846466313,-0.300413534,-0.097557121,-0.09909799,0.175002641,-0.527741404,0
0.14478374,2.179292347,-1.384946921,0.574875114,-0.097557121,-0.09909799,0.175002641,-0.527741404,0
-0.000883426,0.161932547,1.153409733,1.814867365,-0.097557121,-0.09909799,-0.344059156,-0.527741404,0
-0.073717009,0.807487683,-0.808047682,2.179570969,-0.097557121,-0.09909799,-2.420306345,-0.527741404,0
-0.000883426,-0.725705765,-0.692667834,1.741926645,-0.097557121,-0.09909799,-1.38218275,-0.527741404,0
-0.000883426,-0.806400158,0.691890341,3.200741058,-0.097557121,-0.09909799,0.001982042,-0.527741404,0
-0.947720006,0.646098899,-0.692667834,1.814867365,-0.097557121,-0.09909799,-1.036141552,-0.527741404,0
0.363284489,-0.402928197,-0.577287986,2.033689527,-0.097557121,-0.09909799,0.001982042,-0.527741404,0
1.237287486,1.453042819,-0.461908138,0.210171511,-0.097557121,-0.09909799,-0.690100354,-0.527741404,0
0.217617323,0.081238155,-0.461908138,0.13723079,-0.097557121,-0.09909799,-0.344059156,-0.527741404,1
-1.093387172,1.291654035,-0.115768594,-0.373354255,-0.097557121,-0.09909799,0.694064438,-0.246026209,1
0.14478374,-0.806400158,1.153409733,-1.029820741,-0.097557121,-0.09909799,0.867085037,-0.527741404,1
1.965623317,2.340681131,0.922650037,-0.227472814,-0.097557121,-0.09909799,-0.344059156,-0.527741404,0
-0.219384175,-0.322233805,1.038029885,1.668985924,-0.097557121,-0.09909799,1.040105636,-0.527741404,0
1.674288984,2.6634587,-0.808047682,0.283112231,-0.097557121,-0.09909799,0.867085037,-0.527741404,1
2.0384569,1.937209171,0.922650037,-0.081591372,10.24349771,-0.09909799,0.521043839,-0.527741404,0
1.455788235,1.210959643,0.461130646,0.13723079,-0.097557121,-0.09909799,1.732188032,1.162549769,0
-0.219384175,0.323321331,-1.500326769,-0.8839393,-0.097557121,-0.09909799,0.001982042,-0.527741404,0
0.436118072,0.161932547,-0.231148442,-0.665117138,-0.097557121,-0.09909799,-0.690100354,-0.527741404,0
0.508951655,-0.725705765,1.038029885,-0.154532093,-0.097557121,-0.09909799,-1.728223949,-0.527741404,1
0.436118072,-0.725705765,0.922650037,-0.373354255,-0.097557121,-0.09909799,-1.38218275,-0.527741404,1
0.581785238,0.484710115,-0.577287986,-1.029820741,-0.097557121,-0.09909799,0.175002641,-0.527741404,0
0.217617323,-0.967788942,1.845688821,-0.081591372,-0.097557121,-0.09909799,-1.209162151,-0.527741404,0
-1.166220755,-1.129177726,0.461130646,-1.102761462,-0.097557121,-0.09909799,-2.420306345,-0.621646469,0
1.382954652,0.888182075,-1.384946921,0.064290069,-0.097557121,-0.09909799,0.34802324,-0.527741404,0
-0.947720006,0.242626939,1.153409733,-0.519235696,-0.097557121,6.507434677,-1.38218275,-0.527741404,0
-0.656385674,-0.402928197,0.345750798,-0.665117138,-0.097557121,-0.09909799,0.175002641,-0.246026209,0
-1.384721504,-0.322233805,0.461130646,1.887808086,-0.097557121,-0.09909799,0.001982042,0.599119378,0
-1.020553589,-1.048483334,-1.961846161,-0.8839393,-0.097557121,-0.09909799,1.213126235,0.317404183,0
2.329791232,2.259986739,-0.115768594,-0.227472814,-0.097557121,-0.09909799,-0.690100354,-0.527741404,0
2.329791232,2.017903563,0.461130646,-0.227472814,-0.097557121,-0.09909799,-0.690100354,-0.527741404,0
-0.656385674,0.081238155,0.922650037,-0.810998579,-0.097557121,-0.09909799,-0.863120953,-0.058216078,1
-0.874886423,0.081238155,2.884107452,-0.665117138,-0.097557121,-0.09909799,0.867085037,-0.527741404,1
-0.874886423,0.081238155,2.884107452,-0.665117138,-0.097557121,-0.09909799,0.867085037,-0.527741404,1
0.217617323,-0.483622589,0.114991102,0.501934393,-0.097557121,-0.09909799,0.34802324,-0.527741404,0
-0.292217758,0.323321331,2.42258806,-0.810998579,-0.097557121,-0.09909799,1.559167433,-0.527741404,0
-0.729219257,0.484710115,-0.231148442,-0.8839393,-0.097557121,-0.09909799,-0.517079755,-0.527741404,0
0.217617323,0.242626939,1.153409733,-0.95688002,-0.097557121,-0.09909799,-0.171038557,-0.527741404,0
-0.583552091,0.565404507,2.537967908,-0.300413534,-0.097557121,-0.09909799,1.213126235,-0.527741404,0
-0.365051342,-1.855427254,0.807270189,0.720756555,-0.097557121,-0.09909799,0.34802324,-0.903361665,1
-2.185890918,-1.936121646,0.23037095,-0.8839393,-0.097557121,-0.09909799,0.521043839,1.53817003,1
0.071950157,0.242626939,0.576510493,-0.8839393,-0.097557121,-0.09909799,0.175002641,-0.527741404,1
-0.437884925,1.453042819,-0.577287986,1.814867365,-0.097557121,-0.09909799,0.34802324,1.256454835,0
-1.676055837,-0.88709455,1.845688821,-1.102761462,-0.097557121,-0.09909799,-1.036141552,-0.527741404,0
0.363284489,-0.645011373,-1.846466313,0.283112231,-0.097557121,-0.09909799,0.34802324,-0.527741404,0
-1.166220755,-0.645011373,-2.307985705,-0.227472814,-0.097557121,-0.09909799,0.521043839,-0.527741404,0
-0.437884925,0.242626939,0.23037095,-0.227472814,-0.097557121,10.86774624,0.175002641,-0.527741404,0
0.654618821,0.646098899,0.691890341,-0.373354255,-0.097557121,-0.09909799,0.694064438,0.505214313,0
-0.80205284,-1.774732862,-0.461908138,-1.029820741,-0.097557121,-0.09909799,-1.55520335,-0.527741404,0
