,,,,,,,,,,Class
-0.561221181,0.015105905,-0.42153519,-0.397274882,-0.367901915,0.37928456,0.238390726,0.620219033,0.78114426,0.271744787,0
-0.403071224,-0.24498269,0.255995313,-0.513240283,-0.502730368,-0.00747989,-0.578728951,0.531792414,-1.049345115,-0.031620099,0
-0.164255346,-0.335121953,-0.10456433,-0.218950727,-0.205021906,0.917175427,0.447445145,-0.626463292,0.423745561,-1.582922492,0
-0.169748107,-0.184997046,0.83936558,-0.750641152,-0.581455706,0.905348935,0.461980405,0.506340413,-0.72632479,-0.174424124,0
-0.200891846,-0.356728777,-0.395720474,-0.380864684,-0.390524139,0.310352429,0.523117519,0.584256858,-0.934533456,0.374512302,0
0.906226308,2.709074527,2.165437929,-1.653749066,-1.553306431,-0.884689052,1.210900241,2.86973709,-0.42230566,1.22566283,0
0.774189977,-0.019201196,1.129252147,-0.784555562,-0.438483253,-0.919731072,0.926971486,-0.915092153,-0.982266298,1.455002991,0
0.879968694,-0.234866074,0.440083863,-0.919666195,-0.965128618,-0.896618574,1.452415368,0.70659067,-0.980963796,1.046676076,0
-0.775797627,-0.715944943,-1.033682518,1.398000813,1.581228868,0.449307795,0.047120581,-0.109952355,0.588328095,-1.708126243,0
0.802274577,0.313638729,0.12649854,-0.354608366,-0.308179245,-0.234409356,1.100804417,-0.556646738,-0.889501388,1.989594784,0
1.276715007,0.379080586,1.484310293,-1.36110053,-1.324369528,-0.722658346,1.548389656,-0.974561779,-0.932196615,1.33762322,0
-0.614182533,-0.158032123,-0.396778454,-0.051019698,-0.097340122,0.462323354,0.250925992,0.454778625,1.911313157,-1.198084913,0
-0.626548916,-0.178456131,-0.310870464,0.261321077,0.061015443,0.227904791,0.159612477,-0.573211425,-0.029295043,-1.740281234,0
-0.700709443,-0.664358924,-1.302409482,1.026036318,1.101637728,0.579963335,-0.478666438,-0.408582446,-0.042634188,-0.115466615,0
-0.436719398,-0.160926478,-0.554629096,-0.075087989,-0.147109013,0.586011702,-0.526562405,0.675497073,-1.000807787,-1.129011227,0
-0.065319566,0.206525791,1.046094906,-1.018674391,-0.917169504,0.615664071,0.558246849,-0.885064458,-0.198237125,-0.698725784,0
0.806601276,0.25104217,1.265519994,-0.543872654,-0.348899248,0.250137311,1.133312185,-1.168867954,-1.045104324,2.38147622,0
-0.432661789,-0.338975642,0.04376449,-0.293343626,-0.347994359,0.34007067,0.025085338,0.563058861,-0.691693578,-0.523285045,0
-0.580416337,-0.166720639,0.075927087,-0.219497734,-0.228549018,-0.101215224,-0.661373858,0.538403885,-0.263883191,0.070130446,0
0.518249056,0.517949669,0.652526282,-1.03016153,-1.0402344,-0.908564985,0.637929018,0.48360118,-0.998064873,1.192223245,0
0.740232585,0.778626946,1.811014571,-1.318434014,-1.296317971,0.992841665,1.479942755,0.763294713,-0.385797314,0.866819544,0
-0.180355956,-0.074711764,0.462936235,-0.844179283,-0.890927724,0.064624213,0.533919454,-0.453888065,-0.896262902,-0.377831544,0
-0.366061773,0.117389468,0.455741969,-0.724931842,-0.57783615,0.174471073,0.467937254,0.649425696,-0.13138816,-0.832537652,0
-0.355682887,-0.341079637,-0.284420959,-0.296078659,-0.438483253,0.244305138,0.305174886,-0.161173247,-0.960545173,-0.224938104,0
0.480968154,0.730458555,1.329421996,-0.716726743,-0.736191715,-0.738200674,0.628750608,-1.27350876,-0.887796644,2.388528105,0
0.238290585,0.120163906,1.265943186,-0.800965761,-0.69818638,-0.748341527,-0.587454421,0.80315079,-1.034557895,1.307809936,0
-0.861311905,-0.587852018,-1.113242627,1.10808731,1.035580835,0.058562334,-0.108388863,-0.28771785,1.339748764,-0.322888391,0
-0.603697427,-0.17802552,-0.598429475,-0.024216374,0.070064333,0.595694832,0.190126132,0.715079472,-0.31696012,0.393714305,0
-0.943906311,-0.625009868,-1.466608005,2.198818491,1.764016434,0.321749911,-0.158410316,-0.581032838,1.569065613,-1.150340838,0
0.198186588,-0.055050862,1.280754908,-0.925136261,-0.959699284,0.999300463,0.822403101,-0.923566551,-0.897676499,0.545456963,0
-0.816640443,-0.382292854,-0.827799576,0.78043035,1.107067062,0.000585162,0.107569461,0.376780557,-0.87520069,-1.847502008,0
-0.356131372,0.159605625,0.590528643,-0.729307895,-0.785055718,0.702742992,0.241388759,0.767126197,-0.847920949,-0.076192832,0
-0.950697317,-0.614582559,-1.529663623,1.9843919,2.314188911,0.305413746,-0.329194235,-0.328750259,0.559121418,-0.342197444,0
0.236952212,0.231441227,1.308473989,-0.799324741,-0.790485052,-0.388893537,0.864803002,0.937881709,-1.021712933,1.459606119,0
-0.66685355,-0.40849467,-0.595890322,0.282654335,0.167792339,0.171201137,0.170451668,-0.509521405,-0.681273568,-0.26514857,0
-0.407386121,-0.148891194,-0.16592718,-0.276933428,-0.31270369,-0.501218184,-0.704726699,-0.317491074,-1.049785667,-0.238560152,0
-0.216348054,0.045423047,0.15315964,-1.006640246,-1.042949067,0.511505818,-0.895614493,0.914724758,-0.441575017,0.224509198,0
0.285785142,0.009120967,-0.184970823,-0.51871035,-0.493681479,-1.434970542,-0.819408787,-0.960676251,-0.872358172,1.055266798,0
-0.22371737,-0.099638102,0.154852408,-0.57997509,-0.666515267,0.629454889,0.546572366,0.5211382,-0.436556556,1.070748831,0
-0.466527124,-0.387242147,-0.059494375,-0.098609273,-0.231263685,0.63592551,0.169337945,-0.342198864,-0.562952816,-0.331211489,0
0.935259807,0.190996568,0.698865813,-0.756658225,-0.477393478,-0.357590999,0.808850191,-0.924310762,-0.762944231,1.482193562,0
-0.792967519,-0.678258369,-1.242104612,1.081283986,1.012958611,-0.33269321,-0.399637209,-0.146433076,1.355532016,-1.009972189,0
1.029335427,0.942684003,2.465692702,-1.421818263,-1.327989084,-0.923978948,1.087910329,-1.28103729,-0.913091985,1.969415954,0
0.997773889,0.672211705,2.760234382,-1.530672579,-1.45105398,0.431215053,1.536593605,-0.749445287,-1.055857622,0.897355413,0
-0.718889607,-0.398634241,-0.545953658,0.765661172,0.717964816,-0.07459295,-0.606352417,0.600903168,-0.7992074,-1.118132322,0
0.318269615,0.150388385,1.292181094,-1.159802097,-1.137962406,0.535285477,1.1080044,-0.366978675,-0.678247168,0.402693081,0
-0.194334524,-0.203300707,-0.266646893,-0.526915449,-0.431244141,-0.108337806,-0.94373595,-0.668748855,-0.725098906,-0.203006339,0
1.095045555,-0.470578858,-0.822721271,0.023373201,-0.136250346,0.895915779,1.602266002,0.357834396,1.797478373,-1.821111631,0
-0.765704355,-0.81811949,-1.480150151,1.771059322,1.277186183,0.047043243,-0.03100865,-0.301248078,2.20112353,0.563789189,0
1.017950991,0.501973483,1.129886936,-0.888486818,-0.697281491,-0.514630661,0.99054781,0.974588095,-0.684338277,1.518804489,0
-0.54094494,-0.39241492,-0.788019522,0.524431256,0.24380301,-0.470858117,-0.602148505,-0.256888327,-1.024310274,-1.596292974,0
-0.762449298,-0.82548347,-1.446506381,1.908357981,1.618329314,-0.31497543,-0.445315535,0.280330868,0.498409534,-0.633010776,0
-0.085822409,0.325259755,0.929082299,-1.112759528,-1.137057517,0.817839315,0.303276851,1.089393377,-1.033408629,-0.576154113,0
-0.620173348,-0.679010574,-1.097372924,0.431987139,0.224800342,-0.134867184,0.112577292,0.067116944,-0.918290498,0.047101423,0
-0.553127208,-0.127796742,-0.185817207,-0.046643645,0.220275897,0.242176978,0.262653415,0.711584083,-0.448708127,0.37957039,0
-0.71346766,-0.4880322,-1.28273105,0.365252333,0.162363005,-0.359330686,-0.411264633,0.254480354,0.220471077,0.227493202,0
0.30409513,0.204127455,0.790063704,-1.26263934,-1.263741969,0.787545119,0.784454169,-0.622262103,-0.617914541,-0.445580493,0
-0.431960736,-0.336250261,0.510545342,-0.455804589,-0.454771254,-0.138287442,0.011681447,-0.375817976,-0.382219266,0.101509329,0
-0.699042968,-0.583633128,-0.759454057,1.360804364,1.754062656,-0.191145205,-0.576019154,-0.487406348,0.609850014,0.007573398,0
-0.773630736,-0.349795407,-0.809390721,0.171064986,0.001292773,0.115051482,-0.412629336,-0.20034753,-0.53007232,-1.850878081,0
0.153040677,-0.281164853,-0.053569686,-0.457992616,-0.227644129,0.934992859,0.863552025,-0.688880951,-0.863930223,0.321656614,0
-0.722543579,-0.649739978,-1.430001891,0.984463816,0.913420828,0.469011858,0.158983067,-0.53194855,-0.508362688,0.768909401,0
0.936787017,-0.002483707,0.557519662,-0.380317677,-0.189638794,0.388180608,0.744648379,0.673744577,-0.925109475,2.210197029,0
0.78634628,0.798129775,2.068526945,-1.255528254,-1.210353521,-0.333152623,0.988845853,1.244371625,-0.957825244,1.508487594,0
-0.327546358,-0.55048704,-0.103083158,-0.322881983,-0.481013033,0.380098666,0.060657804,0.301375222,-0.915612709,0.096237141,0
-0.282952791,-0.06553813,0.658239375,-0.544966667,-0.471059255,0.465959806,0.642891751,0.598502489,-0.767365074,0.337995043,0
0.86426936,0.624517531,2.253250283,-1.267015393,-1.213973077,0.446387486,1.724950032,0.663512882,-0.917754174,-0.471018129,0
-0.66685355,-0.240158765,-0.477608139,0.286483381,0.277283901,-0.20336017,-0.707375712,0.700929869,2.077159883,-0.984253548,0
-0.794782703,-0.407900537,-1.124880409,0.731199755,0.612997699,-0.041780432,0.134236066,-0.25152521,-0.554547852,-0.841677003,0
-0.74155226,-0.836635731,-1.363983928,1.783093467,1.252754181,0.511987187,-0.210116079,0.305393959,0.300862224,-1.312435183,0
0.810425201,0.610116616,2.318633458,-1.396655959,-1.338847751,1.748889247,1.264151098,-0.702684857,-0.966061649,0.822902489,0
0.01141857,-0.367461329,-0.836263418,0.4205,0.73153815,-0.700587971,-0.99815151,-0.462612133,-0.986825052,-2.156181901,0
-0.43340533,-0.138491138,0.037839801,-0.030780453,0.350579905,0.579573172,0.364853179,0.587440159,-0.738200537,0.448510264,0
-0.287560383,-0.322857737,-0.199359354,-0.148386874,-0.302749912,0.874441627,0.536605723,0.762166394,-0.382119663,0.260919407,0
0.159942624,-0.541585944,-0.041931904,-0.658197035,-0.645702821,0.133387442,0.875667683,0.398453889,-1.00605227,0.485348672,0
0.396131324,0.43848845,0.703097734,-1.109477489,-1.101766848,-1.048396951,0.743440538,-1.212166605,-0.946600747,1.350536066,0
0.50327674,0.048649899,0.352059913,-0.339839188,-0.470154366,-0.543801661,1.030006542,-0.600607976,-0.904729161,2.270398989,0
0.582363521,0.525449918,1.860528043,-0.954127611,-0.827585498,0.031965395,0.933747941,-0.701993461,-1.049720542,1.795407001,0
-0.332224764,0.228993835,-0.060129163,-0.193241416,-0.128106346,-0.57075836,0.291692564,0.806996678,-0.810167565,1.409774579,0
-0.828268006,-0.639416234,-1.170585152,1.225146724,1.033771057,0.102326433,-0.356970641,-0.314480622,0.602230381,-0.623322797,0
-0.655589497,-0.550045528,-0.889162426,0.180911105,0.141550559,0.191940568,0.102993001,0.286102101,-0.107215268,-0.006276131,0
-0.703431039,-0.321413285,-0.5597074,0.402448782,0.460071467,-0.075498263,-0.520238891,0.486822891,2.151517384,0.553780061,0
-0.500215425,-0.35339291,-0.672488087,0.012433069,-0.099149899,0.034123958,-0.554725085,-0.555715275,-0.592446809,-0.000321503,0
-0.821498244,-0.568223822,-0.883660929,1.04518155,1.723296432,0.071562692,-0.334978535,0.535220584,1.593012483,0.342236879,0
-0.279714257,0.189524862,0.45785793,-0.966708764,-1.016707288,0.736356104,0.391362922,-1.133088231,-1.034772424,-1.372776306,0
0.928487685,-0.594049535,0.38528049,-0.374300604,-0.202307239,-1.086328877,-1.165988377,0.313609084,-0.962924153,1.32825639,0
-0.56432989,-0.32702212,-0.582771368,-0.290608593,-0.44934192,-0.802190743,0.259233816,0.359466858,0.442210433,-0.344351815,0
-0.127998879,-0.200150166,-0.165080796,-0.562470878,-0.491871701,0.559326935,-0.777003002,-0.389328999,-0.875269646,-0.45648616,0
0.472196732,-0.143124287,-0.572403162,-0.127600623,-0.187829016,-0.672128048,0.471535285,0.789428507,-0.172263716,1.18822227,0
-0.641190769,-0.525108288,-0.878371028,0.324773844,0.187699895,0.349235272,0.085416571,0.258532701,-0.899990355,-0.133357262,0
0.967470469,-0.24783889,-0.110700615,-0.455804589,-0.4837277,-1.566381072,0.784438483,-0.731329761,-0.988050936,1.450533674,0
-0.357401293,-0.387056821,-0.914765546,0.045800472,-0.018614783,-0.288853105,-0.783108871,0.630738809,-0.532673491,-0.529279816,0
-0.46412891,-0.257328667,-0.514002657,0.096125081,-0.011375672,-0.754954026,-0.356802014,0.234175409,-0.07618509,-0.359526081,0
-0.057142977,-0.113761028,1.207965872,-0.897785931,-0.823965943,0.728000541,0.606223209,0.435938094,-0.918999212,-0.062396828,0
-0.666180823,-0.510560203,-0.604988952,0.591166063,0.84283949,-0.138522215,-0.383231364,0.579945238,1.440389976,-1.620186421,0
-0.622151403,-0.24055122,0.039955762,-0.011635222,0.190414562,0.044947174,-0.366754932,-0.771137824,-0.146520161,-1.134698231,0
-0.593932257,-0.837922111,-1.215866704,1.146377773,0.929708829,-0.057045761,-0.548172159,-0.149280282,-0.003704723,-0.631886756,0
-0.411561752,-0.5376941,-0.539605777,0.069321757,-0.005946338,0.373839171,0.198577093,-0.313477138,-0.173259747,-0.688408889,0
-0.565075791,-0.411536196,-0.377946407,0.327508877,0.069159444,0.176957305,-0.583111294,0.533909813,-0.135487209,-1.666912187,0
-0.793305063,-1.209031841,-1.322511105,2.26828833,3.224507188,0.063573645,-0.103447698,-0.011990238,0.274724087,-0.157925121,0
-0.697695152,-0.723984818,-1.072616188,1.575230955,2.168501792,0.478210241,0.069757783,-0.352368142,-0.024199964,-0.871262807,0
-0.608083138,-0.197015978,0.082274968,-0.396727875,-0.264744576,0.121140385,-0.086143817,-0.495333391,-0.155492096,-0.069341664,0
1.522461157,0.603052427,0.776733154,-1.201921606,-1.213068188,1.743720857,2.340905469,-0.872105591,-0.960162084,-0.064698392,0
-0.622049903,-0.161787698,-0.125512337,-0.335463135,-0.444817476,-0.144834069,-0.11627708,0.377587185,0.514077858,-0.551599636,0
-0.945376869,-0.620175041,-1.271728057,2.164904081,1.866268885,-0.172185998,-0.170782836,-0.573888416,1.010664146,-0.160587977,0
-0.663109881,-0.507856624,-0.779978872,0.444021285,0.193129229,-0.334968315,0.011014782,0.365939089,0.771206941,-0.590926944,0
-0.827274258,-0.343952189,-0.788019522,0.71752459,0.722489261,0.393467229,0.152616415,0.242827457,-0.959637253,-1.937853119,0
0.410912444,-0.128042026,0.590528643,-0.690470425,-0.735286826,-1.564859268,0.822724668,-0.61737432,-1.041836578,1.263785832,0
1.143703812,0.946695764,2.37132087,-1.280690558,-1.24564419,-2.593319834,1.173839542,1.051529864,-0.903246608,1.785491542,0
0.115025676,0.07517331,0.124170983,-1.100725383,-1.108101071,-0.758169913,-0.862893,0.543450113,-0.285466404,-1.335599355,0
-0.767278773,-0.264692648,-0.493901034,0.482858754,0.270949678,0.271712805,0.127981178,-0.590717178,-0.071568872,-1.367299387,0
0.070616224,-0.305824104,0.146600163,-0.936076393,-0.944316172,1.286865611,0.570635056,0.50473676,-0.998777417,0.763958362,0
0.401904977,0.12712453,1.199078839,-1.372587668,-1.353325974,1.480955534,0.753371888,-0.606561661,-0.946980005,0.532557499,0
0.660489599,0.549089876,1.906867574,-1.153785024,-1.13434285,0.673891217,1.105861268,0.606866455,-0.899902244,1.359019738,0
-0.484936251,-0.271604215,-0.51759979,0.148090709,-0.00413656,0.861824676,0.050191162,0.724883846,0.487495339,-1.258812753,0
-0.256761269,-0.107863302,0.985790036,-0.694846478,-0.727142826,-0.002691529,0.310125855,-0.546837563,-1.032546679,-0.151756393,0
0.640843598,-0.395870704,0.041225338,-0.437206365,-0.511779257,0.68253898,1.284413796,-0.520886221,-0.865002871,1.054423783,0
-0.653403723,-0.169380611,-1.129747118,1.836700115,1.876222663,0.355344444,0.287223947,-0.726225917,1.787579363,1.641228967,0
-0.857351075,-0.594109494,-0.874773896,1.057215695,1.056393281,0.052312974,-0.093008507,0.276124878,-0.349882756,-0.050567859,0
-0.811445099,-0.240322288,-0.514002657,0.482858754,0.391299908,-0.174405365,-0.53881924,-0.707894331,-0.40289839,-1.055508368,0
-0.450568141,-0.048204704,0.364755675,-0.490266006,-0.536211259,-0.005508808,-0.434444971,0.557772565,-0.614390125,-0.402720552,0
-0.548795787,-0.026401653,0.230603789,-0.405479981,-0.262029909,0.4672063,0.138945859,-0.900832119,0.011388969,-0.56597103,0
-0.280075406,0.560378406,-0.066053852,-0.154403947,-0.233073463,-0.273059114,0.34798263,1.34194003,-0.690237842,1.532881498,0
-0.66157087,-0.467319302,-0.954757197,0.648601757,0.717059927,-0.132575189,-0.45940962,0.53071691,1.494171788,-1.537156157,0
-0.74498199,-0.642975582,-1.077059705,0.985010822,0.702581704,0.172015243,-0.553491755,0.478876643,-0.999754293,0.512980822,0
-0.771069651,-0.506559343,-0.858904193,0.503645005,0.453737245,0.284382116,0.043697059,-0.400905074,-0.040596157,0.082186895,0
-0.661894251,-0.628247621,-0.96258625,0.648601757,0.777687486,0.25231952,0.207024132,0.175987746,0.533155672,-0.619937357,0
-0.414115756,-0.48466908,-0.970415303,0.766208178,1.034675946,-0.469062692,-0.711634526,0.326164636,-1.011024761,0.106152601,0
0.222789529,0.023494629,0.898400874,-0.944281492,-0.961509062,-1.631273076,-0.705858069,0.783177139,-0.939513608,0.481053311,0
-0.79106972,-0.810608339,-1.453065858,2.096528255,1.77577999,0.01389461,-0.003404792,-0.245326656,-0.109636388,-0.277593074,0
-0.112844808,-0.220923023,0.352694701,-0.797683721,-0.87735439,0.404586023,0.71279355,-0.520516516,-0.79263743,0.123829148,0
-0.72418409,-1.209031841,-1.401013234,2.243126026,1.696149763,0.16371035,-0.505097749,-0.011990238,2.018846133,0.227680539,0
-0.826183731,-0.640064874,-1.210576803,1.220223665,0.913420828,0.458365989,-0.007816547,0.242611396,-0.452803345,-0.45862715,0
-0.586225397,-0.499887609,-0.734697321,1.159505931,2.047246673,0.550758555,0.189049664,0.50078044,-0.534378236,-0.764962659,0
-0.133368896,-0.477921035,-0.033468062,-0.569581964,-0.587789929,0.767616417,0.457035319,0.382364537,-0.959166054,-0.205481858,0
-0.469666518,-0.244977239,-0.147941517,-0.003977129,0.546035917,0.34168368,0.335794423,-0.41948153,-0.725443686,0.041481325,0
1.051433933,0.253663987,1.497429248,-1.251152201,-1.24564419,0.57487264,1.662914881,0.56493139,-0.935996854,0.837889419,0
-0.947357284,-0.658052391,-1.328224198,2.295638661,2.797399607,0.280999016,-0.059857603,0.471871461,1.195209427,-0.368397807,0
-0.009494991,-0.034365218,0.256418505,-0.074540982,-0.083766787,-0.826564936,0.341266959,-1.009141163,-0.825889522,1.5495946,0
-0.298371231,-0.086861514,0.183417873,-0.820110992,-0.839349055,-0.021328134,0.107004756,-0.50073972,-1.029424507,0.528931197,0
0.291674457,0.622604313,2.174748154,-1.29655375,-1.281839748,-1.345645229,0.646201548,-1.161833964,-1.03008725,0.702819719,0
0.249325675,0.220338023,1.458495577,-1.009375279,-0.957889506,0.825561497,0.706011213,0.869572783,-0.98556086,1.215466366,0
-0.724568843,-0.676078064,-1.308122575,0.97735273,0.670910591,0.004684405,0.11860669,0.49137938,-0.706059402,0.573142638,0
0.155006929,-0.400247666,0.118034698,-0.367189519,-0.42400503,-1.792354554,0.851703033,0.572392701,-0.858528673,1.280820082,0
-0.617156697,-0.676061712,-0.848324392,0.762926139,0.903467049,-0.133919646,-0.498174236,-0.575818563,0.084214116,0.424825564,0
-0.742930761,-0.51568392,-0.992421291,1.389795714,1.425587969,0.215625643,0.097553797,-0.453052628,-0.20227871,-0.98675583,0
-0.769617976,-0.836254178,-1.143924052,2.153416942,2.170311569,0.416812812,0.085412649,0.266421333,-0.953599776,-0.23853339,0
0.905638556,0.968526069,2.685540982,-1.639526894,-1.575023765,-1.703123827,1.434142861,1.56036823,-0.943788877,0.843148225,0
0.179621672,-0.189559334,-0.449042674,-0.679530293,-0.695471713,0.790855591,0.455023559,0.567495316,-0.898867905,-0.629116851,0
-0.417165454,-0.38855033,0.328995945,0.087919981,0.050156776,0.337984735,0.074730321,0.18681481,-0.979734082,0.426712311,0
-0.510632078,0.110679579,-0.222846513,-0.766504344,-0.795009497,-0.327654875,-0.150178963,-0.564813849,-0.179848871,-0.484466222,0
0.771520311,0.421918131,0.530012178,-0.366095505,-0.37242636,-0.670861285,-0.600223019,-0.689798011,-0.876736875,1.902336065,0
-0.783018235,-0.521249148,-0.890855194,0.81106272,0.717059927,0.312039756,0.088636171,0.366572869,0.337550621,-0.815302684,0
0.150177454,0.47358046,1.384013773,-1.047665742,-0.935267283,0.525264544,0.866550057,-1.407581894,-1.016717458,0.947708819,0
0.465452935,-0.162452691,0.387184854,-0.57669305,-0.551594371,-0.726139409,0.619672197,-0.50215132,-0.902507247,1.302751847,0
-0.767965663,-0.816675038,-1.228774062,1.784734487,1.331479519,0.098757542,-0.379554902,0.273825028,2.331254904,-0.056749967,0
-0.69499008,-0.660074624,-0.838167782,0.995950955,0.938757718,0.19741298,0.123734129,-0.379054092,-0.661506195,0.308797293,0
-0.681464718,-0.257034326,-0.442271601,0.608123268,0.850983491,0.362782871,0.181008506,-0.698286813,-1.025930739,0.843696854,0
-0.394819101,-0.373724255,-0.733004553,0.245457885,0.026629664,-0.8944617,0.365917882,-0.257157204,-0.571978384,-1.128047781,0
-0.808093264,-0.506902741,-0.669737338,1.379949595,1.916037776,0.214747354,0.130951759,0.373866132,1.197431341,-0.259822858,0
-0.692995502,-0.508150966,-0.61578035,0.702755411,0.92880394,-0.256043965,-0.499309527,0.390517243,-0.819752443,-0.837274592,0
0.686074486,-0.228090776,-0.179046134,-0.091498187,0.287237679,-0.869994611,-1.431593644,-0.876066712,-0.672922236,1.26286253,0
0.461709266,-0.427605045,0.573389365,-0.401103928,-0.488252145,-0.854546868,0.94113812,-0.299265117,-1.034404659,1.23705022,0
-0.774171279,-0.814293055,-1.370120213,1.881554657,1.454544416,0.109851001,-0.396111727,-0.28676238,-0.709484214,-0.464220486,0
-0.699453686,-0.115766908,-0.64032549,0.925387102,1.440971081,0.046578763,-0.502766382,-0.557136477,0.771551721,-1.439430674,0
0.631814888,0.424866993,1.790912947,-1.217784798,-1.129818405,0.418346438,0.272190648,-1.204340391,-0.900400259,0.460794194,0
-0.766490384,-0.819940045,-1.574310386,1.868973505,1.39934619,-0.328328793,-0.418354813,-0.299073063,0.043836575,-0.218903189,0
-0.375276959,-0.289744353,-0.07790323,0.084637942,-0.048476119,0.149063202,0.410974641,-0.569485571,-0.993452486,-0.123722807,0
-0.666697761,-0.298492828,-1.163179291,0.415029934,0.146075004,0.251699651,0.153139943,-0.688621678,-0.896826042,-0.331024153,0
-0.262511318,-0.331322772,-0.694282478,-0.373206591,-0.400477917,-0.568468054,-0.644717034,0.683025603,-0.561822705,0.359886664,0
-0.682543442,-0.394202771,-0.623820999,0.081902909,-0.140774791,0.350306108,0.067851905,-0.646283299,-0.664953993,-0.907860353,0
-0.834629411,-0.386882396,-1.095045368,1.422616111,1.512457308,0.099519288,0.013773599,0.734913884,0.654862927,0.428077192,0
-0.746313282,-0.270312384,-0.595890322,0.220295581,0.08997189,0.207758205,-0.018502797,0.683837032,-0.652426995,-0.097187914,0
0.177933952,0.291410519,0.13073046,-0.80260678,-0.855637056,1.570167683,-0.58697403,0.620228636,-0.863815296,0.588102805,0
0.599533413,0.647568807,2.010338035,-1.477065931,-1.428431757,1.460645114,1.087792683,0.746686815,-0.935452868,-0.428760341,0
0.732303843,0.607298571,2.263830085,-1.405955072,-1.367804197,0.810216784,1.240349192,0.774155386,-0.914597524,0.890651438,0
0.573214428,-0.179753412,0.93543018,-0.666949141,-0.642988154,0.855012873,1.637307097,0.58490024,-0.986595199,0.259233377,0
-0.772292363,-0.37362069,-0.723905923,0.546858527,0.394014574,0.444124204,0.082887165,0.45872054,0.660992345,0.18563685,0
-0.460017011,-0.421336667,-0.065419064,-0.024216374,-0.045761452,0.735976076,0.400549175,-0.344004175,0.181250464,-0.707824991,0
0.348447931,0.299183306,0.544612304,-0.582710123,-0.516303702,-0.167824958,0.664172094,-1.268424122,-0.906813163,1.607735857,0
-0.710127627,-0.516665057,-1.279980302,1.050104609,0.755970152,0.382035967,-0.021916514,-0.399354235,2.084185728,-0.000656032,0
-0.26215253,-0.460391382,-0.167408352,-0.25395915,-0.163397014,0.609228919,0.168810495,0.372080027,-0.993804927,0.46458107,0
-0.405316009,-0.486064475,-0.943119415,0.272261209,0.154219005,0.699954426,-0.543487856,0.394723233,-0.049411026,-0.617970322,0
0.49794685,0.832769372,0.880626807,-1.248417168,-1.217592633,1.084568759,1.422940927,-1.056780241,0.149683961,0.242894948,0
1.137118164,1.029220312,2.874919433,-1.64663798,-1.561450431,1.396884751,1.56657981,-1.335902414,-0.821591268,0.952659858,0
-0.237242732,-0.255093855,-0.050607341,-0.584351143,-0.647512599,0.83232094,0.584089927,-0.235296619,-0.764426784,-0.527098683,0
0.199295999,-0.22783459,0.161835077,-0.570675978,-0.631224598,0.874613906,0.557611556,0.641791536,-0.946983836,0.539141043,0
-0.709048903,-0.204401761,-0.16592718,0.184193145,0.043822554,0.458342343,0.237380925,0.549807111,-0.950040883,-1.904393462,0
-0.661035048,-0.169429668,-0.435712124,-0.068523909,-0.256600575,0.303439286,0.011977525,-0.376864672,2.068337352,0.471592812,0
0.588932645,0.052122035,0.868989025,-0.983665968,-0.845683277,1.052033239,1.482154515,0.762420866,-0.575770961,0.323115163,0
-0.512796608,-0.802530309,-1.042357955,1.252497055,1.529650198,0.63377877,0.205420215,-0.36462601,-0.665317927,-0.058047942,0
